Boost,Coolant_Temp,EXH_DIFF,EXH_L,EXH_R,Fuel_Press,Fuel_Rate,Load,Oil_Press,RPM
93.0,88.0,12.0,514.0,526.0,446.0,217.1,46.0,437.5,1799.0
176.0,98.0,28.0,567.0,595.0,427.0,307.8,65.0,417.5,1801.0
61.5,91.0,10.0,489.0,499.0,450.5,184.3,41.0,436.0,1799.0
70.5,91.0,10.0,493.0,503.0,447.0,189.05,41.0,434.5,1800.0
68.0,92.0,11.0,490.0,501.0,449.5,188.6,40.0,433.0,1800.0
55.0,89.0,13.0,478.0,491.0,451.0,181.35,39.0,437.5,1799.0
61.0,90.0,13.0,471.0,484.0,451.0,174.7,39.0,436.5,1807.0
56.5,90.0,13.0,476.0,489.0,448.0,188.35,41.0,435.5,1795.0
63.0,91.0,15.0,474.0,489.0,450.0,190.95,42.0,435.0,1801.5
34.5,91.0,2.0,420.0,422.0,454.5,144.9,33.0,435.5,1795.0
46.5,89.0,17.0,451.0,468.0,454.5,172.8,38.0,438.5,1795.0
52.0,89.0,19.0,446.0,465.0,454.5,173.85,39.0,439.0,1798.0
24.0,86.0,18.0,350.0,332.0,459.5,112.8,28.0,448.5,1800.0
18.0,85.0,23.0,321.0,298.0,460.0,93.45,25.0,450.0,1798.0
17.5,85.0,23.0,314.0,291.0,459.0,96.2,24.0,451.0,1800.0
17.5,85.0,23.0,316.0,293.0,461.0,98.55,25.0,449.5,1800.0
26.0,86.0,9.0,388.0,379.0,455.5,130.05,30.0,445.5,1795.5
13.0,85.0,21.0,309.0,288.0,464.0,92.05,23.0,450.0,1801.5
33.5,87.0,5.0,402.0,397.0,457.5,137.85,31.0,444.5,1795.5
21.0,85.0,17.0,349.0,332.0,462.5,110.3,26.0,448.0,1799.0
20.0,85.0,22.0,313.0,291.0,462.0,91.2,24.0,450.0,1796.5
16.0,85.0,22.0,317.0,295.0,462.0,90.75,23.0,450.0,1803.5
13.5,84.0,24.0,311.0,287.0,461.5,91.8,23.0,449.0,1801.5
16.0,84.0,24.0,299.0,275.0,461.5,86.95,23.0,451.5,1802.5
11.5,85.0,24.0,305.0,281.0,460.5,85.05,22.0,450.5,1801.0
17.5,85.0,22.0,308.0,286.0,461.5,90.5,24.0,448.5,1803.5
24.0,86.0,19.0,358.0,339.0,458.5,112.6,27.0,447.0,1801.0
26.0,85.0,21.0,350.0,329.0,458.0,110.9,27.0,448.5,1804.5
13.5,84.0,25.0,277.0,252.0,462.0,74.1,21.0,452.0,1798.0
13.5,84.0,24.0,276.0,252.0,462.0,76.5,21.0,451.0,1800.0
14.0,84.0,24.0,286.0,262.0,460.0,81.95,23.0,451.5,1798.0
14.5,84.0,23.0,273.0,250.0,462.0,68.65,20.0,452.5,1802.5
9.0,84.0,23.0,271.0,248.0,461.5,72.7,21.0,452.5,1800.0
32.5,87.0,4.0,421.0,417.0,451.5,153.9,33.0,443.0,1792.0
14.5,84.0,23.0,295.0,272.0,462.0,76.5,22.0,449.5,1802.5
14.5,84.0,23.0,311.0,288.0,460.0,92.05,24.0,449.0,1805.0
17.5,84.0,23.0,314.0,291.0,459.5,95.95,25.0,450.5,1798.0
17.0,85.0,23.0,320.0,297.0,457.5,97.5,24.0,449.5,1807.5
18.0,85.0,20.0,324.0,304.0,459.5,100.8,25.0,449.5,1801.5
16.5,85.0,19.0,327.0,308.0,459.5,99.4,25.0,449.5,1800.0
18.5,85.0,24.0,315.0,291.0,459.5,98.35,25.0,448.0,1802.5
14.5,86.0,22.0,333.0,311.0,460.0,98.55,25.0,449.0,1804.5
21.0,85.0,23.0,328.0,305.0,458.0,97.25,24.0,448.5,1804.5
18.0,85.0,21.0,338.0,317.0,458.5,107.35,26.0,449.0,1803.5
21.5,86.0,15.0,363.0,348.0,458.5,112.6,27.0,447.0,1802.5
24.0,85.0,20.0,355.0,335.0,457.0,115.55,27.0,447.0,1798.0
21.5,85.0,18.0,354.0,336.0,458.5,104.6,26.0,447.5,1800.0
17.0,86.0,19.0,355.0,336.0,458.5,109.25,26.0,447.5,1800.0
22.5,86.0,21.0,348.0,327.0,457.5,110.1,27.0,447.5,1801.0
16.0,86.0,18.0,355.0,337.0,457.5,100.25,24.0,447.5,1800.0
25.0,86.0,8.0,385.0,377.0,453.5,127.8,29.0,444.0,1799.0
24.0,86.0,13.0,372.0,359.0,458.5,119.35,28.0,446.5,1804.5
26.5,86.0,12.0,366.0,354.0,461.0,115.8,28.0,447.0,1799.0
22.5,86.0,17.0,355.0,338.0,463.5,110.9,26.0,446.5,1800.0
23.0,85.0,20.0,348.0,328.0,463.0,104.4,26.0,447.5,1804.5
21.5,86.0,18.0,353.0,335.0,461.5,103.8,26.0,447.0,1802.5
20.5,85.0,20.0,341.0,321.0,461.5,97.25,25.0,447.5,1802.5
23.0,86.0,17.0,353.0,336.0,460.0,109.5,26.0,447.5,1799.0
24.5,86.0,18.0,363.0,345.0,458.5,117.45,28.0,446.0,1796.5
14.5,84.0,22.0,300.0,278.0,460.5,85.5,23.0,450.0,1806.0
18.5,85.0,22.0,324.0,302.0,460.5,108.4,25.0,448.5,1802.5
18.0,86.0,21.0,347.0,326.0,459.0,106.3,26.0,446.5,1807.0
20.5,86.0,22.0,343.0,321.0,459.0,104.6,26.0,447.5,1803.5
21.5,85.0,21.0,331.0,310.0,459.0,106.3,25.0,447.5,1801.5
16.5,85.0,21.0,322.0,301.0,459.5,95.1,24.0,447.5,1798.0
20.0,85.0,20.0,336.0,316.0,458.5,110.1,26.0,448.0,1799.0
18.5,85.0,20.0,334.0,314.0,458.5,99.15,25.0,448.0,1800.0
20.5,85.0,21.0,331.0,310.0,457.0,98.1,25.0,447.5,1800.0
19.5,85.0,21.0,328.0,307.0,458.0,104.6,26.0,447.0,1801.0
16.0,85.0,21.0,327.0,306.0,458.0,105.7,25.0,447.5,1798.0
15.0,85.0,20.0,331.0,311.0,458.0,101.9,25.0,448.0,1799.0
21.5,86.0,20.0,334.0,314.0,457.5,107.35,26.0,445.5,1795.0
20.0,86.0,22.0,332.0,310.0,457.5,102.5,25.0,448.0,1803.5
22.0,85.0,20.0,340.0,320.0,456.5,117.2,28.0,447.5,1798.0
20.5,86.0,18.0,340.0,322.0,458.0,101.9,26.0,447.5,1804.5
21.5,86.0,21.0,342.0,321.0,460.0,103.8,26.0,448.0,1803.5
19.0,85.0,18.0,344.0,326.0,458.5,106.3,26.0,447.0,1798.0
23.5,86.0,15.0,367.0,352.0,457.5,104.6,26.0,445.5,1802.5
131.5,98.0,16.0,557.0,573.0,436.5,251.75,52.0,419.5,1802.5
126.0,97.0,14.0,551.0,565.0,434.0,266.95,54.0,420.5,1799.0
114.5,101.0,12.0,554.0,566.0,441.0,226.95,51.0,417.0,1795.0
137.5,99.0,15.0,557.0,572.0,434.5,267.8,58.0,418.0,1814.5
127.5,101.0,17.0,561.0,578.0,436.0,246.65,57.0,416.5,1777.0
134.0,101.0,17.0,561.0,578.0,434.0,280.6,59.0,417.0,1786.0
122.0,100.0,18.0,557.0,575.0,436.0,261.15,53.0,416.5,1800.0
143.0,98.0,17.0,554.0,571.0,435.0,270.85,57.0,419.0,1799.0
136.5,92.0,18.0,546.0,564.0,435.5,274.2,56.0,428.0,1798.0
134.5,96.0,18.0,555.0,573.0,438.0,241.65,50.0,422.5,1809.5
12.5,84.0,24.0,305.0,281.0,463.5,88.0,23.0,450.5,1806.0
15.0,85.0,22.0,317.0,295.0,478.5,95.35,24.0,452.5,1803.5
38.5,87.0,5.0,434.0,429.0,469.5,158.4,35.0,444.5,1798.0
147.0,91.0,21.0,555.0,576.0,451.5,285.0,59.0,430.0,1795.0
146.0,88.0,23.0,549.0,572.0,451.5,278.0,58.0,434.5,1794.0
153.0,92.0,25.0,559.0,584.0,447.5,280.95,58.0,429.0,1802.5
143.5,93.0,24.0,561.0,585.0,446.0,287.95,58.0,426.5,1800.0
162.5,93.0,28.0,566.0,594.0,445.5,279.2,63.0,426.0,1816.5
157.5,93.0,27.0,565.0,592.0,446.5,286.8,60.0,425.0,1807.0
147.5,94.0,25.0,564.0,589.0,448.0,285.6,60.0,425.5,1798.0
161.0,93.0,25.0,564.0,589.0,448.5,290.1,61.0,424.5,1800.0
47.0,88.0,13.0,470.0,483.0,469.0,177.3,39.0,439.5,1799.0
17.5,85.0,25.0,339.0,314.0,477.5,101.65,25.0,449.5,1803.5
22.0,85.0,20.0,354.0,334.0,473.5,122.1,28.0,450.0,1795.5
20.5,85.0,22.0,336.0,314.0,476.5,110.3,27.0,450.0,1795.5
19.5,84.0,21.0,343.0,322.0,476.0,105.95,26.0,451.5,1799.0
18.5,85.0,19.0,353.0,334.0,475.0,114.95,27.0,448.5,1800.0
20.0,85.0,20.0,337.0,317.0,475.0,102.95,25.0,451.0,1798.0
18.5,84.0,19.0,337.0,318.0,474.0,102.95,25.0,449.5,1802.5
21.0,85.0,17.0,369.0,352.0,473.5,110.1,27.0,448.5,1801.5
19.0,85.0,24.0,328.0,304.0,475.0,99.4,25.0,450.0,1800.0
25.0,85.0,19.0,348.0,329.0,474.5,112.8,27.0,449.0,1800.0
16.5,85.0,22.0,326.0,304.0,475.0,100.25,25.0,450.0,1800.0
20.5,85.0,23.0,328.0,305.0,475.0,100.6,25.0,451.0,1801.5
14.0,85.0,22.0,330.0,308.0,474.0,105.45,25.0,452.0,1799.0
19.0,85.0,20.0,333.0,313.0,475.0,102.5,26.0,450.0,1801.5
16.0,85.0,20.0,327.0,307.0,474.0,104.6,26.0,451.0,1801.0
17.5,85.0,26.0,331.0,305.0,474.5,94.55,24.0,449.0,1804.5
22.5,85.0,17.0,348.0,331.0,475.0,115.55,27.0,447.5,1798.0
38.5,87.0,9.0,434.0,443.0,466.0,163.5,36.0,443.5,1801.5
30.5,86.0,12.0,417.0,405.0,468.0,135.95,30.0,445.5,1800.0
21.0,85.0,22.0,341.0,319.0,474.0,107.35,27.0,450.0,1803.5
21.5,85.0,20.0,345.0,325.0,473.5,111.15,27.0,448.0,1801.0
20.5,85.0,19.0,343.0,324.0,476.5,110.1,27.0,449.0,1802.5
19.0,85.0,21.0,333.0,312.0,481.0,99.15,25.0,450.5,1804.5
17.5,85.0,27.0,309.0,282.0,482.0,85.85,23.0,450.5,1801.0
12.0,84.0,27.0,290.0,263.0,480.5,81.45,22.0,452.5,1801.0
23.5,85.0,16.0,358.0,342.0,478.5,111.4,27.0,448.5,1807.0
19.0,85.0,21.0,341.0,320.0,478.0,102.15,25.0,449.0,1800.0
17.5,85.0,17.0,332.0,315.0,478.0,99.4,25.0,450.5,1801.5
18.0,85.0,21.0,338.0,317.0,477.5,104.85,26.0,450.0,1801.0
18.5,85.0,20.0,334.0,314.0,476.5,102.95,26.0,449.0,1800.0
19.5,85.0,21.0,329.0,308.0,476.5,100.25,25.0,451.5,1802.5
19.0,85.0,21.0,336.0,315.0,475.0,104.05,26.0,449.5,1800.0
15.5,85.0,23.0,325.0,302.0,474.5,97.0,24.0,450.5,1800.0
17.0,84.0,24.0,316.0,292.0,474.5,91.55,24.0,451.5,1801.0
16.0,85.0,25.0,316.0,291.0,474.5,92.4,24.0,451.0,1801.5
13.5,85.0,25.0,322.0,297.0,474.5,97.85,24.0,449.0,1799.0
14.5,85.0,24.0,317.0,293.0,476.0,90.75,23.0,450.5,1798.0
17.0,84.0,25.0,305.0,280.0,477.5,83.35,23.0,451.0,1801.5
14.0,84.0,26.0,293.0,267.0,476.5,85.25,22.0,451.0,1797.5
19.5,86.0,18.0,359.0,341.0,478.0,115.8,27.0,454.0,1807.0
22.0,86.0,17.0,350.0,333.0,479.5,100.8,26.0,452.0,1804.5
21.5,85.0,17.0,352.0,335.0,479.5,107.1,26.0,450.5,1799.0
18.5,86.0,17.0,353.0,336.0,478.0,107.95,26.0,449.5,1802.5
21.5,86.0,18.0,362.0,344.0,478.5,113.4,27.0,448.0,1798.0
24.5,86.0,18.0,376.0,358.0,474.0,124.2,29.0,448.5,1807.0
26.0,85.0,18.0,373.0,355.0,475.5,115.55,28.0,448.0,1800.0
27.5,86.0,18.0,382.0,364.0,473.5,125.9,28.0,449.0,1797.5
24.0,86.0,15.0,380.0,365.0,474.5,122.9,29.0,449.0,1797.5
25.0,85.0,17.0,360.0,343.0,476.5,112.0,27.0,450.0,1803.5
60.5,87.0,14.0,480.0,494.0,465.0,185.85,41.0,442.0,1805.0
26.5,85.0,18.0,346.0,328.0,477.5,107.6,26.0,451.0,1803.5
29.0,85.0,19.0,355.0,336.0,475.0,110.1,27.0,450.5,1800.0
161.0,93.0,25.0,564.0,589.0,441.5,298.3,62.0,429.0,1798.0
41.0,86.0,8.0,408.0,400.0,469.0,140.85,32.0,445.5,1802.5
31.0,85.0,20.0,338.0,318.0,473.5,104.05,25.0,450.5,1805.0
26.0,85.0,24.0,315.0,291.0,475.0,95.95,24.0,452.5,1801.5
23.0,85.0,25.0,310.0,285.0,476.5,93.45,24.0,452.5,1802.5
25.5,84.0,24.0,289.0,265.0,476.5,83.85,22.0,453.5,1801.0
147.5,92.0,24.0,561.0,585.0,446.5,282.5,59.0,429.0,1799.0
149.0,93.0,23.0,560.0,583.0,444.5,283.45,60.0,428.0,1794.0
143.0,93.0,23.0,562.0,585.0,448.0,276.35,57.0,429.5,1800.0
150.5,93.0,23.0,562.0,585.0,443.0,289.75,59.0,429.0,1816.5
155.5,93.0,21.0,562.0,583.0,444.0,289.5,59.0,429.0,1797.5
156.0,92.0,22.0,558.0,580.0,443.5,283.1,58.0,430.0,1808.5
134.0,91.0,23.0,561.0,584.0,450.0,261.5,53.0,432.0,1795.0
152.5,90.0,20.0,558.0,578.0,447.5,272.75,56.0,433.5,1807.0
150.5,91.0,20.0,559.0,579.0,446.5,280.15,58.0,432.5,1804.5
48.0,85.0,16.0,357.0,341.0,475.0,107.95,26.0,450.0,1804.5
45.5,84.0,25.0,299.0,274.0,477.5,82.3,22.0,452.5,1801.5
51.5,84.0,23.0,313.0,290.0,476.0,92.4,24.0,452.5,1802.5
60.0,85.0,9.0,383.0,374.0,473.0,120.75,29.0,448.5,1800.0
63.0,86.0,10.0,380.0,370.0,473.5,125.4,28.0,448.0,1801.5
60.5,85.0,16.0,357.0,341.0,475.0,112.8,27.0,450.0,1803.5
59.0,85.0,13.0,371.0,358.0,473.5,118.75,27.0,450.5,1801.5
59.5,85.0,12.0,369.0,357.0,473.5,117.2,28.0,448.5,1804.5
55.5,85.0,13.0,366.0,353.0,475.5,113.65,27.0,448.5,1803.5
55.0,85.0,15.0,367.0,352.0,474.0,115.3,28.0,450.0,1802.5
56.0,86.0,12.0,376.0,364.0,472.5,121.5,28.0,448.5,1801.5
45.5,85.0,21.0,355.0,334.0,474.5,109.25,26.0,450.0,1801.5
55.5,85.0,15.0,366.0,351.0,473.0,115.3,27.0,449.5,1801.5
54.5,86.0,17.0,360.0,343.0,473.0,115.3,27.0,450.5,1803.5
60.0,85.0,16.0,359.0,343.0,474.5,114.95,27.0,449.5,1802.5
52.5,85.0,22.0,320.0,298.0,474.5,96.45,24.0,452.0,1799.0
52.5,85.0,18.0,371.0,353.0,473.5,111.15,27.0,448.0,1798.0
141.5,93.0,25.0,560.0,585.0,445.0,281.9,57.0,428.5,1805.0
149.5,91.0,23.0,558.0,581.0,448.5,262.3,55.0,430.0,1804.5
144.5,92.0,24.0,556.0,580.0,447.0,284.55,59.0,431.0,1796.5
155.0,95.0,28.0,566.0,594.0,442.5,311.15,64.0,423.5,1789.0
157.5,95.0,28.0,565.0,593.0,443.0,292.6,64.0,421.5,1815.5
163.5,95.0,28.0,566.0,594.0,444.0,295.7,62.0,424.5,1806.0
151.5,95.0,25.0,565.0,590.0,448.0,279.65,58.0,424.5,1799.0
148.5,93.0,23.0,562.0,585.0,450.5,276.95,56.0,429.5,1798.0
147.5,91.0,18.0,558.0,576.0,449.0,271.25,59.0,432.5,1792.0
97.0,86.0,11.0,399.0,388.0,467.0,148.8,33.0,447.0,1795.5
95.5,85.0,24.0,325.0,301.0,477.5,95.6,25.0,451.5,1801.0
94.5,84.0,22.0,327.0,305.0,479.0,93.95,24.0,450.5,1801.5
97.0,85.0,23.0,322.0,299.0,477.0,104.85,26.0,451.5,1798.0
100.5,85.0,23.0,326.0,303.0,476.0,101.9,25.0,452.0,1800.0
99.5,85.0,19.0,336.0,317.0,473.5,107.1,27.0,450.0,1801.5
96.5,85.0,22.0,320.0,298.0,475.5,93.7,25.0,452.5,1795.5
95.0,85.0,21.0,337.0,316.0,474.0,104.85,25.0,450.5,1803.5
105.5,86.0,8.0,417.0,409.0,468.0,138.45,32.0,447.0,1804.5
98.0,85.0,24.0,335.0,311.0,476.5,109.0,26.0,450.5,1796.5
97.5,85.0,22.0,324.0,302.0,475.5,98.9,24.0,451.0,1802.5
112.0,86.0,14.0,378.0,364.0,474.5,125.65,28.0,448.5,1799.0
114.0,86.0,17.0,367.0,350.0,473.0,125.65,29.0,449.0,1798.0
114.5,85.0,13.0,374.0,361.0,473.5,122.1,28.0,449.0,1801.5
112.5,84.0,21.0,331.0,310.0,478.0,101.9,25.0,452.0,1800.0
103.0,85.0,23.0,321.0,298.0,475.0,101.05,25.0,452.0,1803.5
103.5,85.0,20.0,322.0,302.0,476.0,95.6,24.0,452.5,1801.0
98.5,85.0,23.0,313.0,290.0,476.5,88.25,23.0,452.5,1801.0
101.0,84.0,23.0,305.0,282.0,476.5,86.95,23.0,452.5,1800.0
105.5,85.0,21.0,323.0,302.0,477.0,100.25,25.0,450.5,1799.0
104.0,84.0,22.0,305.0,283.0,478.0,87.15,23.0,452.0,1800.0
104.5,84.0,21.0,307.0,286.0,476.0,94.75,23.0,451.5,1798.0
105.0,85.0,24.0,315.0,291.0,476.5,90.15,23.0,451.5,1800.0
105.0,85.0,24.0,317.0,293.0,476.5,92.85,25.0,451.5,1801.5
103.5,84.0,23.0,314.0,291.0,476.5,91.2,24.0,452.0,1801.0
104.5,85.0,23.0,312.0,289.0,476.0,89.9,24.0,452.0,1800.0
107.0,84.0,22.0,320.0,298.0,475.5,95.35,25.0,451.5,1799.0
104.5,85.0,22.0,319.0,297.0,474.5,96.2,24.0,451.0,1800.0
108.5,84.0,23.0,317.0,294.0,475.5,91.55,23.0,451.5,1803.5
114.5,85.0,21.0,322.0,301.0,476.5,92.85,25.0,465.0,1805.0
104.0,85.0,21.0,314.0,293.0,475.5,93.95,23.0,465.0,1803.5
103.5,85.0,21.0,312.0,291.0,477.0,95.1,24.0,464.5,1801.5
104.5,85.0,21.0,313.0,292.0,476.5,89.05,23.0,464.0,1799.0
106.5,85.0,21.0,309.0,288.0,477.0,88.85,23.0,465.0,1802.5
107.5,85.0,24.0,320.0,296.0,476.0,89.9,23.0,462.5,1801.0
107.0,85.0,24.0,310.0,286.0,477.5,89.3,23.0,463.0,1801.5
108.0,84.0,18.0,319.0,301.0,478.0,86.35,23.0,463.5,1804.5
109.5,85.0,19.0,318.0,299.0,477.0,93.45,24.0,461.5,1801.0
108.5,85.0,20.0,313.0,293.0,479.0,84.2,23.0,461.0,1801.0
109.0,85.0,20.0,325.0,305.0,479.5,89.05,23.0,460.5,1801.5
113.0,85.0,17.0,331.0,314.0,480.0,90.75,24.0,460.5,1802.5
109.0,85.0,17.0,329.0,312.0,480.0,86.55,23.0,460.5,1801.5
108.5,86.0,21.0,326.0,305.0,479.0,94.55,24.0,460.0,1801.0
108.5,85.0,18.0,328.0,310.0,479.5,92.65,24.0,460.5,1799.0
106.0,85.0,19.0,317.0,298.0,478.5,90.75,23.0,460.0,1802.5
108.0,85.0,20.0,326.0,306.0,477.5,99.4,25.0,459.0,1797.5
109.0,85.0,20.0,322.0,302.0,477.5,98.55,25.0,460.0,1800.0
110.0,85.0,19.0,326.0,307.0,478.5,104.85,26.0,458.5,1800.0
111.0,85.0,19.0,326.0,307.0,478.0,95.1,24.0,458.5,1803.5
110.0,85.0,20.0,322.0,302.0,479.0,94.75,24.0,458.0,1803.5
109.5,84.0,20.0,322.0,302.0,478.0,95.1,24.0,459.5,1801.0
117.0,85.0,20.0,323.0,303.0,476.5,105.2,26.0,458.5,1801.0
118.5,85.0,19.0,326.0,307.0,479.0,92.05,23.0,460.0,1800.0
119.0,86.0,8.0,406.0,398.0,471.0,152.85,35.0,454.0,1798.0
109.5,85.0,21.0,346.0,325.0,477.5,110.3,26.0,458.0,1801.5
111.0,86.0,13.0,380.0,367.0,475.5,112.2,27.0,456.0,1804.5
111.5,85.0,20.0,309.0,289.0,479.0,88.45,23.0,460.0,1800.0
112.0,84.0,20.0,307.0,287.0,478.0,91.55,23.0,460.0,1802.5
113.0,85.0,21.0,317.0,296.0,479.0,97.25,24.0,458.0,1802.5
114.5,85.0,22.0,319.0,297.0,480.0,90.95,24.0,458.5,1802.5
115.5,85.0,21.0,326.0,305.0,477.5,101.9,25.0,457.5,1801.0
113.0,85.0,22.0,322.0,300.0,478.5,95.95,24.0,457.5,1797.5
114.0,85.0,19.0,335.0,316.0,477.5,101.05,25.0,457.5,1803.5
115.0,85.0,22.0,309.0,287.0,478.0,85.85,23.0,460.0,1797.5
121.5,87.0,6.0,428.0,422.0,472.5,161.4,35.0,453.0,1789.5
120.5,87.0,7.0,442.0,449.0,472.0,165.4,37.0,451.0,1802.5
116.0,86.0,19.0,346.0,327.0,479.0,94.3,25.0,459.5,1797.5
120.0,84.0,21.0,311.0,290.0,479.0,88.25,23.0,459.5,1799.0
126.0,86.0,16.0,379.0,363.0,475.5,121.0,29.0,455.5,1807.5
127.5,86.0,10.0,387.0,377.0,474.0,121.85,29.0,455.0,1799.0
129.5,86.0,14.0,390.0,376.0,473.5,125.65,29.0,457.0,1801.5
129.5,85.0,18.0,369.0,351.0,477.0,112.8,27.0,456.0,1793.0
135.0,86.0,8.0,420.0,412.0,475.0,159.0,34.0,454.0,1800.0
131.5,85.0,22.0,349.0,327.0,477.0,107.1,26.0,456.5,1800.0
135.0,85.0,21.0,349.0,328.0,478.5,106.5,26.0,457.5,1798.0
135.0,86.0,12.0,383.0,371.0,477.0,121.5,29.0,456.0,1801.0
125.5,85.0,28.0,303.0,275.0,479.5,84.65,23.0,459.0,1797.5
122.5,85.0,23.0,307.0,284.0,478.5,84.65,23.0,458.5,1801.0
120.0,85.0,23.0,308.0,285.0,478.0,86.35,23.0,459.0,1801.5
121.0,85.0,25.0,300.0,275.0,478.0,84.45,22.0,458.0,1803.5
114.5,85.0,26.0,291.0,265.0,478.0,79.2,22.0,460.0,1801.0
114.5,84.0,24.0,284.0,260.0,479.0,80.4,22.0,459.5,1803.5
121.5,85.0,19.0,349.0,330.0,479.0,104.05,26.0,456.5,1801.5
127.0,85.0,20.0,365.0,345.0,476.5,110.9,27.0,455.5,1800.0
141.5,99.0,24.0,568.0,592.0,452.5,279.05,57.0,426.0,1791.5
133.0,92.0,21.0,559.0,580.0,453.0,257.45,54.0,438.5,1793.0
130.0,92.0,20.0,557.0,577.0,454.5,259.95,54.0,439.5,1801.5
133.5,92.0,20.0,559.0,579.0,453.5,271.45,56.0,440.0,1801.5
111.0,85.0,16.0,359.0,343.0,474.5,112.6,28.0,458.0,1800.0
134.5,86.0,18.0,380.0,362.0,473.0,124.8,29.0,455.5,1802.5
138.5,85.0,16.0,377.0,361.0,478.5,113.4,27.0,456.0,1802.5
142.5,86.0,14.0,377.0,363.0,477.0,119.35,28.0,455.5,1804.5
144.5,85.0,15.0,378.0,363.0,476.0,116.85,28.0,455.5,1798.0
144.0,85.0,20.0,360.0,340.0,478.5,110.7,26.0,458.0,1801.0
145.5,85.0,19.0,357.0,338.0,480.0,107.95,27.0,456.5,1800.0
148.5,85.0,22.0,361.0,339.0,478.0,113.4,27.0,456.5,1797.5
144.0,84.0,22.0,340.0,318.0,480.5,101.3,25.0,456.0,1798.0
164.5,90.0,10.0,541.0,551.0,459.0,216.35,47.0,445.0,1802.5
153.0,93.0,22.0,556.0,578.0,456.0,261.95,57.0,438.0,1793.0
146.0,91.0,23.0,555.0,578.0,456.0,258.75,53.0,440.5,1800.0
151.5,92.0,20.0,554.0,574.0,452.0,276.35,58.0,438.5,1795.0
158.5,90.0,14.0,549.0,563.0,452.5,275.4,57.0,442.5,1804.5
122.5,84.0,25.0,284.0,259.0,479.5,77.9,21.0,460.0,1801.0
138.5,86.0,19.0,379.0,360.0,475.0,124.0,28.0,454.5,1796.5
141.5,85.0,21.0,358.0,337.0,478.5,112.6,26.0,457.0,1795.0
143.5,85.0,21.0,346.0,325.0,479.0,107.6,26.0,456.0,1796.5
143.5,86.0,17.0,383.0,366.0,476.5,122.1,28.0,455.0,1794.0
145.5,85.0,20.0,381.0,361.0,477.0,121.25,29.0,455.0,1797.5
143.0,85.0,20.0,354.0,334.0,477.5,109.5,27.0,456.5,1796.5
146.5,85.0,20.0,347.0,327.0,479.5,107.35,26.0,456.5,1796.5
148.5,86.0,20.0,368.0,348.0,477.5,115.8,27.0,455.0,1796.5
150.5,85.0,19.0,368.0,349.0,477.0,116.4,28.0,455.0,1794.0
154.5,86.0,18.0,386.0,368.0,476.5,138.25,31.0,453.5,1795.5
152.5,86.0,21.0,373.0,352.0,476.0,119.1,28.0,455.5,1798.0
153.5,85.0,22.0,354.0,332.0,477.5,113.4,27.0,456.5,1795.5
154.0,86.0,23.0,370.0,347.0,476.5,113.9,28.0,454.5,1797.5
156.0,85.0,23.0,352.0,329.0,478.0,110.9,27.0,456.0,1798.0
156.5,86.0,22.0,373.0,351.0,477.0,119.95,28.0,454.5,1796.5
158.0,86.0,20.0,371.0,351.0,477.0,120.4,28.0,455.0,1795.5
149.5,85.0,21.0,341.0,320.0,480.0,108.4,26.0,457.0,1796.5
145.5,85.0,23.0,336.0,313.0,481.5,100.8,25.0,457.5,1801.5
147.0,85.0,22.0,330.0,308.0,480.0,101.9,25.0,457.0,1801.5
145.0,85.0,23.0,319.0,296.0,480.5,97.25,24.0,458.5,1801.0
144.0,85.0,24.0,320.0,296.0,480.5,95.35,24.0,457.5,1802.5
151.0,85.0,24.0,320.0,296.0,481.0,92.05,24.0,458.0,1800.0
152.5,85.0,23.0,330.0,307.0,480.5,92.4,24.0,457.5,1801.0
153.5,85.0,21.0,343.0,322.0,480.5,104.85,26.0,456.5,1802.5
155.0,85.0,20.0,342.0,322.0,480.0,106.75,26.0,456.0,1799.0
141.5,84.0,22.0,319.0,297.0,481.5,95.1,25.0,457.5,1801.5
145.5,84.0,17.0,262.0,245.0,481.5,60.2,18.0,459.0,1804.5
144.0,85.0,19.0,349.0,330.0,479.0,110.1,26.0,455.5,1799.0
143.5,85.0,23.0,331.0,308.0,481.0,94.75,24.0,457.5,1801.5
144.5,85.0,22.0,338.0,316.0,480.0,102.5,25.0,457.0,1800.0
147.5,85.0,23.0,321.0,298.0,481.5,93.45,24.0,457.0,1801.0
147.5,86.0,21.0,339.0,318.0,479.5,109.0,26.0,457.0,1799.0
146.5,84.0,20.0,327.0,307.0,481.0,101.3,25.0,456.5,1802.5
145.5,85.0,20.0,326.0,306.0,480.5,97.85,25.0,458.0,1800.0
144.5,84.0,26.0,301.0,275.0,481.0,87.75,23.0,458.5,1801.0
144.5,84.0,25.0,292.0,267.0,481.5,78.95,22.0,458.5,1801.0
145.0,84.0,23.0,301.0,278.0,480.5,87.15,23.0,459.0,1804.5
147.5,84.0,23.0,305.0,282.0,481.0,81.95,22.0,458.5,1799.0
146.5,84.0,23.0,302.0,279.0,481.0,81.7,22.0,459.0,1801.0
149.0,85.0,25.0,303.0,278.0,481.0,83.6,22.0,458.5,1801.5
152.0,85.0,20.0,336.0,316.0,479.5,104.6,25.0,455.5,1799.0
147.5,85.0,23.0,326.0,303.0,481.0,99.4,25.0,456.0,1801.5
149.5,85.0,21.0,326.0,305.0,479.5,99.4,25.0,457.5,1802.5
