Boost,Coolant_Temp,EXH_DIFF,EXH_L,EXH_R,Fuel_Press,Fuel_Rate,Load,Oil_Press,RPM
127.5,84.0,21.0,314.0,293.0,473.0,92.6500013805926,24.0,453.5,1801.5
125.5,84.0,27.0,311.0,284.0,472.0,82.3000012263656,22.0,455.5,1796.5
124.5,84.0,36.0,331.0,295.0,471.5,82.5500012300909,22.0,454.0,1806.0
124.0,84.0,13.0,306.0,293.0,472.0,83.85000124946241,22.0,455.0,1795.5
120.5,85.0,22.0,318.0,296.0,470.0,104.600001558661,26.0,453.5,1798.0
135.5,88.0,12.0,511.0,523.0,456.5,194.400002896786,43.0,443.0,1800.0
123.5,89.0,8.0,516.0,524.0,456.0,203.050003025681,43.0,441.5,1798.0
114.5,89.0,40.0,485.0,525.0,458.5,198.3000029549,43.0,441.5,1801.5
112.0,89.0,24.0,509.0,533.0,457.5,191.650002855808,41.0,443.5,1795.0
118.5,89.0,8.0,515.0,523.0,454.5,234.300003491342,48.0,442.5,1783.5
102.5,84.0,28.0,281.0,253.0,472.0,65.80000098049639,20.0,457.0,1801.0
114.5,84.0,7.0,248.0,241.0,473.0,45.7000006809831,16.0,457.5,1798.0
118.0,84.0,26.0,274.0,248.0,473.0,63.550000946968794,19.0,456.0,1797.5
119.5,84.0,27.0,272.0,245.0,471.5,64.0000009536743,20.0,455.5,1800.0
118.5,84.0,24.0,273.0,249.0,474.0,64.25000095739959,20.0,455.5,1801.0
122.0,85.0,28.0,308.0,280.0,472.0,87.15000129863621,23.0,454.0,1795.5
118.0,84.0,28.0,303.0,275.0,473.0,86.950001295656,23.0,455.0,1802.5
114.5,84.0,27.0,299.0,272.0,473.5,80.050001192838,22.0,453.5,1796.5
114.0,85.0,23.0,317.0,294.0,471.0,89.65000133588909,23.0,453.0,1800.0
116.0,85.0,25.0,326.0,301.0,472.0,85.8500012792647,23.0,454.0,1802.5
115.0,85.0,28.0,313.0,285.0,470.5,98.10000146180391,25.0,453.0,1795.5
112.5,85.0,30.0,307.0,277.0,473.0,78.7500011734664,21.0,453.5,1798.0
113.5,85.0,28.0,306.0,278.0,470.5,95.3500014208257,24.0,454.0,1798.0
113.5,85.0,29.0,307.0,278.0,472.5,93.20000138878821,25.0,453.5,1800.0
114.0,85.0,26.0,309.0,283.0,472.5,81.9500012211502,22.0,454.5,1801.0
116.5,85.0,5.0,317.0,312.0,470.0,108.65000161901101,27.0,451.5,1799.0
113.5,85.0,21.0,328.0,307.0,472.0,81.1000012084842,22.0,455.0,1798.0
141.0,92.0,12.0,565.0,577.0,445.5,269.350004013628,57.0,433.5,1796.5
121.0,93.0,42.0,543.0,585.0,446.5,281.800004199147,59.0,430.0,1798.0
109.5,94.0,17.0,569.0,586.0,446.0,249.60000371932998,57.0,431.0,1809.5
107.5,94.0,18.0,566.0,584.0,446.0,268.400003999472,55.0,431.5,1797.5
102.0,93.0,15.0,566.0,581.0,447.5,255.200003802776,53.0,433.0,1806.0
94.5,84.0,9.0,302.0,293.0,474.0,89.05000132694842,23.0,455.0,1801.0
106.5,84.0,26.0,303.0,277.0,473.0,80.8500012047589,22.0,453.5,1803.5
109.0,85.0,22.0,323.0,301.0,473.0,94.3000014051795,25.0,453.5,1800.0
106.0,85.0,23.0,321.0,298.0,472.5,94.3000014051795,24.0,452.5,1799.0
109.5,85.0,21.0,337.0,316.0,473.0,99.40000148117541,25.0,453.0,1800.0
108.0,85.0,24.0,326.0,302.0,473.5,97.0000014454126,24.0,453.0,1800.0
111.0,84.0,23.0,321.0,298.0,473.0,109.250001627952,27.0,454.5,1801.0
108.0,85.0,12.0,320.0,308.0,477.0,84.6500012613833,23.0,454.5,1799.0
110.0,85.0,19.0,330.0,311.0,475.5,94.750001411885,24.0,452.5,1798.0
18.0,86.0,70.0,323.0,253.0,521.0,110.100001640618,27.0,95.0,1796.5
16.5,86.0,77.0,300.0,223.0,520.5,98.9000014737248,25.0,95.0,1797.5
19.5,87.0,72.0,325.0,253.0,519.0,106.500001586974,27.0,95.0,1797.5
16.0,86.0,61.0,317.0,256.0,488.5,109.500001631677,27.0,95.0,1797.5
24.0,87.0,47.0,337.0,290.0,487.5,118.050001759082,28.0,95.0,1797.5
14.5,86.0,45.0,272.0,227.0,491.0,79.20000118017201,22.0,95.0,1804.5
22.0,86.0,21.0,348.0,327.0,513.5,122.300001822412,29.0,95.0,1798.0
36.0,86.0,21.0,416.0,395.0,510.0,156.300002329051,35.0,95.0,1799.0
12.5,87.0,25.0,266.0,241.0,489.0,79.5500011853874,22.0,95.0,1799.0
209.0,93.0,41.0,569.0,610.0,440.0,401.500005982816,86.0,100.0,1797.5
25.0,86.0,17.0,342.0,325.0,488.0,123.400001838803,28.0,95.0,1796.5
19.5,86.0,23.0,338.0,315.0,489.5,119.350001778454,28.0,95.0,1797.5
16.5,86.0,20.0,333.0,313.0,493.5,118.500001765788,28.0,95.0,1799.0
13.5,86.0,27.0,276.0,249.0,494.0,93.95000139996408,24.0,90.0,1802.5
20.5,86.0,26.0,324.0,298.0,488.5,129.20000192523,30.0,94.0,1798.0
21.5,86.0,17.0,343.0,326.0,490.5,119.60000178217899,28.0,95.0,1798.0
20.5,86.0,23.0,320.0,297.0,493.5,106.750001590699,27.0,95.0,1800.0
15.5,86.0,27.0,296.0,269.0,494.0,91.2000013589859,24.0,93.0,1800.0
22.5,86.0,1.0,422.0,423.0,488.0,131.350001957268,30.0,90.0,1801.0
82.0,86.0,10.0,453.0,443.0,471.5,214.600003197789,45.0,90.0,1789.5
153.0,89.0,23.0,555.0,578.0,463.0,287.400004282594,59.0,95.0,1795.5
184.5,92.0,21.0,574.0,595.0,450.0,348.05000518634904,72.0,100.0,1807.5
190.5,93.0,18.0,576.0,594.0,449.0,346.650005165488,74.0,100.0,1794.0
189.5,92.0,21.0,574.0,595.0,449.0,361.60000538826006,77.0,100.0,1797.5
211.5,93.0,20.0,579.0,599.0,446.0,371.450005535036,79.0,100.0,1799.0
199.5,93.0,20.0,575.0,595.0,444.5,371.800005540252,77.0,100.0,1803.5
177.5,92.0,23.0,568.0,591.0,454.5,335.000004991889,69.0,100.0,1802.5
190.5,93.0,24.0,568.0,592.0,452.5,325.250004846603,68.0,100.0,1803.5
193.0,92.0,22.0,570.0,592.0,454.0,333.350004967302,69.0,100.0,1801.5
185.0,92.0,24.0,566.0,590.0,451.0,330.15000491961797,70.0,100.0,1800.0
188.5,92.0,23.0,571.0,594.0,450.0,338.300005041063,72.0,100.0,1815.5
154.0,88.0,9.0,556.0,565.0,463.0,286.650004271418,60.0,95.0,1795.5
27.5,85.0,16.0,392.0,376.0,491.5,129.450001928955,29.0,94.0,1804.5
14.5,85.0,31.0,300.0,269.0,495.5,96.45000143721701,25.0,90.0,1802.5
14.5,86.0,22.0,312.0,290.0,493.5,112.800001680851,26.0,93.0,1796.5
16.5,86.0,32.0,312.0,280.0,494.0,104.400001555681,25.0,95.0,1800.0
17.0,86.0,27.0,325.0,298.0,493.0,111.40000165998899,27.0,95.0,1801.5
17.5,86.0,29.0,322.0,293.0,494.5,103.550001543015,25.0,95.0,1804.5
9.0,85.0,29.0,293.0,264.0,493.5,92.4000013768673,24.0,92.0,1802.5
20.0,86.0,29.0,311.0,282.0,489.5,116.850001741201,27.0,95.0,1799.0
18.0,86.0,24.0,325.0,301.0,491.5,111.40000165998899,27.0,90.0,1800.0
16.5,86.0,26.0,331.0,305.0,493.0,110.100001640618,26.0,95.0,1802.5
11.5,85.0,29.0,314.0,285.0,494.0,103.30000153929001,25.0,95.0,1800.0
25.0,86.0,18.0,358.0,340.0,488.5,123.750001844019,29.0,95.0,1797.5
13.0,86.0,23.0,338.0,315.0,492.0,106.300001583993,26.0,95.0,1801.0
24.5,86.0,18.0,362.0,344.0,491.5,108.400001615286,26.0,95.0,1803.5
9.0,60.0,35.0,307.0,272.0,502.5,105.70000157505301,26.0,65.0,1799.0
22.5,86.0,14.0,348.0,334.0,493.5,121.000001803041,28.0,95.0,1799.0
19.5,86.0,20.0,329.0,309.0,493.5,117.700001753867,28.0,95.0,1801.5
16.5,86.0,28.0,326.0,298.0,494.0,108.65000161901101,26.0,95.0,1801.0
12.5,86.0,29.0,315.0,286.0,494.5,99.15000147745009,25.0,95.0,1803.5
13.0,85.0,28.0,323.0,295.0,493.5,101.900001518428,25.0,90.0,1804.5
19.0,85.0,30.0,326.0,296.0,493.0,105.950001578778,26.0,90.0,1801.0
20.5,85.0,27.0,342.0,315.0,490.5,120.750001799315,28.0,90.0,1801.0
17.5,85.0,28.0,313.0,285.0,493.5,104.050001550466,25.0,90.0,1802.5
19.0,85.0,22.0,340.0,318.0,492.0,112.20000167191002,27.0,90.0,1803.5
18.5,84.0,25.0,331.0,306.0,491.5,114.100001700222,27.0,90.0,1804.5
15.0,84.0,28.0,318.0,290.0,492.0,112.20000167191002,27.0,90.0,1801.5
14.0,85.0,26.0,318.0,292.0,493.0,109.250001627952,26.0,90.0,1805.0
20.5,85.0,25.0,325.0,300.0,493.0,111.750001665205,27.0,90.0,1799.0
18.0,85.0,23.0,326.0,303.0,492.5,112.20000167191002,27.0,90.0,1800.0
16.0,85.0,29.0,314.0,285.0,493.5,107.600001603365,26.0,90.0,1801.5
13.0,85.0,26.0,309.0,283.0,494.0,101.900001518428,25.0,90.0,1802.5
17.5,85.0,20.0,329.0,309.0,495.0,109.00000162422701,27.0,90.0,1801.0
11.5,85.0,29.0,308.0,279.0,493.5,106.300001583993,26.0,90.0,1800.0
20.0,85.0,18.0,317.0,299.0,495.5,109.500001631677,27.0,90.0,1801.0
15.5,85.0,22.0,320.0,298.0,496.0,102.950001534075,26.0,90.0,1807.0
18.5,85.0,28.0,309.0,281.0,495.0,105.450001571327,26.0,90.0,1801.5
11.0,85.0,30.0,306.0,276.0,495.5,97.0000014454126,25.0,90.0,1801.0
30.0,85.0,23.0,379.0,356.0,488.0,148.900002218783,33.0,90.0,1801.5
17.5,85.0,24.0,337.0,313.0,491.5,116.40000173449499,28.0,90.0,1800.0
12.5,85.0,26.0,301.0,275.0,497.0,99.15000147745009,24.0,90.0,1801.5
11.5,85.0,28.0,298.0,270.0,497.0,100.250001493841,26.0,90.0,1801.0
15.5,85.0,25.0,312.0,287.0,495.0,105.950001578778,26.0,90.0,1801.0
16.5,85.0,28.0,295.0,267.0,498.5,93.20000138878821,24.0,90.0,1803.5
16.0,86.0,28.0,308.0,280.0,495.0,102.70000153034901,25.0,90.0,1800.0
95.5,87.0,1.0,534.0,533.0,473.0,219.800003275275,48.0,95.0,1801.0
20.5,86.0,27.0,321.0,294.0,494.5,106.300001583993,26.0,95.0,1807.0
22.0,86.0,23.0,333.0,310.0,492.0,116.000001728535,27.0,95.0,1804.5
33.0,86.0,24.0,411.0,387.0,487.0,148.550002213567,33.0,95.0,1800.0
27.5,86.0,21.0,399.0,378.0,490.0,127.800001904368,29.0,95.0,1801.5
25.0,86.0,25.0,388.0,363.0,490.0,130.850001949817,30.0,95.0,1804.5
36.0,86.0,28.0,426.0,398.0,487.0,154.500002302229,34.0,95.0,1799.0
26.0,86.0,18.0,373.0,355.0,490.0,128.35000191256398,30.0,95.0,1801.0
37.0,86.0,26.0,418.0,392.0,488.5,157.350002344698,34.0,95.0,1797.5
16.5,85.0,19.0,324.0,305.0,494.0,112.00000166893,26.0,90.0,1799.0
12.0,85.0,28.0,303.0,275.0,493.0,100.600001499057,25.0,90.0,1800.0
21.0,85.0,26.0,336.0,310.0,492.0,117.45000175014098,28.0,95.0,1801.5
10.5,85.0,24.0,296.0,272.0,494.5,90.7500013522804,24.0,90.0,1800.0
17.5,86.0,26.0,316.0,290.0,493.0,107.95000160858,25.0,90.0,1801.5
16.0,85.0,26.0,300.0,274.0,493.0,97.0000014454126,24.0,90.0,1801.0
13.5,86.0,27.0,313.0,286.0,493.0,99.7500014863908,25.0,90.0,1802.5
17.0,85.0,29.0,314.0,285.0,494.0,105.70000157505301,26.0,90.0,1802.5
15.0,85.0,25.0,300.0,275.0,494.0,97.2500014491379,25.0,90.0,1799.0
14.5,84.0,29.0,299.0,270.0,494.5,100.80000150203699,25.0,90.0,1799.0
16.5,85.0,25.0,313.0,288.0,492.5,106.500001586974,26.0,90.0,1800.0
16.5,85.0,25.0,321.0,296.0,491.5,112.800001680851,27.0,90.0,1802.5
17.0,86.0,24.0,316.0,292.0,492.5,101.900001518428,26.0,90.0,1796.5
17.5,85.0,27.0,321.0,294.0,493.5,104.050001550466,25.0,90.0,1802.5
13.0,85.0,22.0,316.0,294.0,492.5,105.950001578778,26.0,90.0,1798.0
14.0,85.0,26.0,300.0,274.0,494.0,98.9000014737248,25.0,90.0,1799.0
15.5,85.0,25.0,295.0,270.0,498.0,89.3000013306737,23.0,90.0,1801.0
19.0,86.0,18.0,346.0,328.0,497.5,102.50000152736901,25.0,95.0,1807.5
36.5,86.0,16.0,430.0,414.0,489.5,160.300002388656,35.0,95.0,1801.5
143.0,89.0,6.0,560.0,566.0,463.0,261.950003903359,53.0,95.0,1806.0
156.0,90.0,24.0,559.0,583.0,460.0,285.60000425577203,59.0,95.0,1801.5
147.5,90.0,8.0,565.0,573.0,463.5,287.000004276633,58.0,95.0,1801.0
146.0,89.0,16.0,561.0,577.0,465.0,273.000004068017,57.0,95.0,1806.0
142.5,90.0,14.0,565.0,579.0,463.0,264.700003944337,54.0,95.0,1804.5
155.0,90.0,25.0,561.0,586.0,461.0,302.70000451058104,63.0,95.0,1797.5
155.5,90.0,17.0,566.0,583.0,461.5,283.450004223734,60.0,95.0,1801.0
158.5,91.0,21.0,570.0,591.0,460.5,300.550004478544,62.0,100.0,1796.5
153.0,90.0,25.0,564.0,589.0,458.5,287.400004282594,60.0,95.0,1807.5
165.0,90.0,22.0,567.0,589.0,454.0,310.750004630536,65.0,95.0,1806.0
156.5,90.0,26.0,563.0,589.0,462.5,290.950004335493,60.0,95.0,1801.5
143.0,89.0,22.0,562.0,584.0,466.0,287.400004282594,61.0,95.0,1799.0
168.0,91.0,28.0,569.0,597.0,457.0,315.150004696101,67.0,100.0,1797.5
157.0,91.0,27.0,572.0,599.0,459.0,298.300004445016,65.0,100.0,1795.5
23.0,85.0,22.0,348.0,326.0,491.5,119.95000178739402,28.0,90.0,1801.0
16.0,85.0,21.0,337.0,316.0,491.0,118.75000176951299,27.0,90.0,1799.0
15.5,85.0,22.0,335.0,313.0,497.0,113.400001689792,27.0,90.0,1805.0
21.5,85.0,28.0,336.0,308.0,492.5,120.20000179112,28.0,90.0,1801.0
48.0,86.0,7.0,441.0,434.0,482.0,180.750002693385,39.0,95.0,1801.0
150.5,89.0,10.0,556.0,566.0,459.5,277.500004135072,57.0,95.0,1802.5
132.5,88.0,1.0,554.0,555.0,461.0,268.150003995746,55.0,95.0,1801.5
148.0,90.0,8.0,560.0,568.0,462.5,273.600004076958,58.0,95.0,1800.0
165.5,91.0,24.0,561.0,585.0,454.0,290.450004328042,61.0,100.0,1807.0
166.0,91.0,26.0,560.0,586.0,457.5,309.6000046134,63.0,100.0,1800.0
168.0,92.0,20.0,567.0,587.0,454.5,313.750004675239,65.0,100.0,1801.0
161.0,91.0,21.0,565.0,586.0,456.5,299.950004469603,61.0,100.0,1802.5
164.0,91.0,24.0,564.0,588.0,456.5,308.650004599243,64.0,100.0,1799.0
157.5,91.0,24.0,563.0,587.0,458.0,302.100004501641,63.0,100.0,1794.0
22.0,85.0,26.0,383.0,357.0,491.0,126.950001891702,29.0,90.0,1800.0
19.5,85.0,26.0,351.0,325.0,490.0,124.80000185966499,29.0,90.0,1802.5
27.5,85.0,25.0,376.0,351.0,492.0,119.95000178739402,28.0,90.0,1801.5
13.5,84.0,29.0,299.0,270.0,494.0,104.850001562387,25.0,90.0,1800.0
16.5,85.0,24.0,343.0,319.0,491.0,121.50000181049101,28.0,90.0,1801.5
18.5,85.0,25.0,330.0,305.0,495.0,107.600001603365,26.0,90.0,1803.5
20.0,85.0,24.0,344.0,320.0,493.0,112.20000167191002,27.0,90.0,1804.5
12.0,84.0,31.0,290.0,259.0,496.0,88.0000013113022,23.0,90.0,1800.0
20.0,85.0,19.0,344.0,325.0,491.5,103.550001543015,26.0,90.0,1800.0
18.0,85.0,24.0,337.0,313.0,493.5,115.300001718104,28.0,90.0,1802.5
23.0,84.0,20.0,337.0,317.0,494.5,117.45000175014098,27.0,90.0,1800.0
25.5,85.0,21.0,375.0,354.0,492.0,137.050002042204,31.0,90.0,1804.5
29.5,86.0,19.0,376.0,357.0,493.0,131.950001966208,30.0,90.0,1800.0
34.5,85.0,25.0,390.0,365.0,491.5,146.40000218153,32.0,90.0,1799.0
19.0,85.0,21.0,328.0,307.0,494.0,122.900001831353,28.0,90.0,1801.0
17.0,85.0,25.0,309.0,284.0,494.5,101.650001514703,26.0,90.0,1805.0
13.5,85.0,24.0,314.0,290.0,496.0,102.50000152736901,26.0,90.0,1801.0
28.5,85.0,16.0,373.0,357.0,489.0,126.70000188797701,29.0,90.0,1800.0
35.5,85.0,28.0,423.0,395.0,485.5,154.400002300739,35.0,95.0,1805.0
38.5,86.0,32.0,423.0,391.0,483.5,159.500002376735,34.0,95.0,1803.5
13.5,85.0,25.0,317.0,292.0,495.0,101.650001514703,25.0,90.0,1804.5
19.0,85.0,23.0,321.0,298.0,489.5,118.500001765788,28.0,90.0,1798.0
21.5,85.0,17.0,331.0,314.0,496.5,105.950001578778,26.0,90.0,1801.5
29.5,86.0,26.0,405.0,379.0,493.0,148.900002218783,34.0,90.0,1795.5
37.5,86.0,3.0,440.0,443.0,489.0,160.900002397597,35.0,95.0,1805.0
35.0,86.0,8.0,431.0,423.0,488.5,163.30000243336,36.0,95.0,1797.5
41.5,86.0,13.0,431.0,418.0,486.0,169.950002532452,38.0,95.0,1802.5
15.0,85.0,25.0,332.0,307.0,494.5,100.80000150203699,25.0,90.0,1807.0
35.5,86.0,21.0,423.0,402.0,485.5,158.200002357364,35.0,95.0,1801.5
18.5,84.0,30.0,300.0,270.0,492.5,104.050001550466,25.0,90.0,1805.0
15.5,85.0,28.0,308.0,280.0,493.0,101.300001509488,25.0,90.0,1803.5
14.5,85.0,27.0,325.0,298.0,490.0,111.150001656264,27.0,90.0,1801.5
18.0,85.0,23.0,314.0,291.0,491.5,109.85000163689301,27.0,90.0,1801.5
17.0,85.0,30.0,290.0,260.0,493.5,95.600001424551,24.0,90.0,1801.0
18.5,84.0,20.0,316.0,296.0,492.0,107.95000160858,26.0,90.0,1802.5
16.5,85.0,28.0,312.0,284.0,493.0,102.50000152736901,25.0,90.0,1804.5
18.5,85.0,26.0,312.0,286.0,491.0,108.400001615286,26.0,90.0,1801.5
31.0,86.0,26.0,396.0,370.0,487.5,143.550002139062,32.0,90.0,1805.0
17.5,85.0,26.0,300.0,274.0,493.5,96.6500014401972,24.0,90.0,1804.5
15.5,84.0,22.0,316.0,294.0,492.5,109.85000163689301,27.0,90.0,1802.5
18.5,85.0,22.0,308.0,286.0,491.0,108.65000161901101,26.0,90.0,1800.0
12.0,84.0,27.0,291.0,264.0,493.5,102.15000152215401,25.0,90.0,1800.0
156.0,91.0,15.0,561.0,576.0,458.5,283.35000422224397,59.0,100.0,1797.5
147.5,90.0,9.0,559.0,568.0,462.5,264.200003936887,54.0,95.0,1803.5
150.0,89.0,1.0,561.0,562.0,461.0,278.450004149228,57.0,95.0,1804.5
142.0,90.0,7.0,563.0,570.0,461.5,279.20000416040403,57.0,95.0,1803.5
150.5,91.0,19.0,558.0,577.0,458.0,294.150004383177,61.0,96.0,1801.0
14.5,84.0,22.0,334.0,312.0,493.0,99.15000147745009,25.0,95.0,1806.0
96.0,88.0,3.0,534.0,537.0,471.5,222.80000331997897,46.0,95.0,1801.0
85.0,87.0,1.0,518.0,517.0,473.0,208.650003109127,44.0,95.0,1801.5
94.0,88.0,5.0,529.0,524.0,471.5,221.000003293157,47.0,95.0,1801.5
77.0,87.0,0.0,525.0,525.0,474.0,201.050002995878,43.0,95.0,1805.0
81.5,88.0,1.0,533.0,534.0,474.0,204.950003053993,44.0,95.0,1807.5
86.5,87.0,2.0,528.0,526.0,471.0,213.15000317618302,45.0,95.0,1807.5
84.0,88.0,1.0,531.0,532.0,476.5,211.15000314638002,45.0,95.0,1802.5
98.0,87.0,3.0,525.0,522.0,474.0,210.90000314265492,45.0,95.0,1805.0
13.0,84.0,26.0,316.0,290.0,495.0,109.85000163689301,26.0,90.0,1803.5
17.5,84.0,33.0,302.0,269.0,495.0,103.30000153929001,25.0,90.0,1802.5
16.5,84.0,31.0,298.0,267.0,496.0,100.250001493841,25.0,90.0,1801.5
31.5,86.0,24.0,399.0,375.0,486.5,154.95000230893498,34.0,93.0,1802.5
29.5,85.0,27.0,402.0,375.0,488.5,130.500001944602,30.0,91.0,1801.5
24.5,85.0,18.0,351.0,333.0,490.5,125.90000187605601,28.0,90.0,1801.5
7.5,84.0,49.0,248.0,199.0,498.5,53.2000007927418,17.0,90.0,1806.0
11.0,85.0,27.0,269.0,242.0,498.5,79.8000011891127,22.0,90.0,1801.0
23.0,85.0,28.0,324.0,296.0,489.0,126.950001891702,30.0,90.0,1797.5
124.5,89.0,0.0,550.0,550.0,466.5,254.25000378862003,52.0,95.0,1798.0
154.5,91.0,22.0,558.0,580.0,459.0,290.350004326552,60.0,96.0,1798.0
151.5,91.0,21.0,560.0,581.0,462.0,284.050004232675,59.0,100.0,1800.0
173.5,90.0,23.0,558.0,581.0,455.5,291.900004349649,61.0,95.0,1805.0
155.5,91.0,22.0,564.0,586.0,455.0,302.950004514307,62.0,100.0,1793.0
158.0,91.0,24.0,562.0,586.0,462.0,289.500004313886,62.0,100.0,1789.5
152.0,92.0,24.0,562.0,586.0,462.0,284.650004241616,59.0,100.0,1801.0
153.5,92.0,19.0,565.0,584.0,466.5,293.550004374236,62.0,100.0,1789.5
168.5,91.0,23.0,561.0,584.0,456.5,294.150004383177,62.0,100.0,1806.0
162.5,92.0,20.0,562.0,582.0,456.5,302.350004505366,61.0,100.0,1807.5
46.5,86.0,7.0,446.0,439.0,477.0,180.850002694875,38.0,95.0,1804.5
28.5,86.0,26.0,405.0,379.0,485.5,158.750002365559,35.0,90.0,1798.0
35.5,86.0,16.0,435.0,419.0,485.0,158.650002364069,34.0,95.0,1807.5
30.5,85.0,23.0,379.0,356.0,488.0,136.55000203475402,31.0,90.0,1801.5
18.5,84.0,28.0,306.0,278.0,492.0,109.250001627952,26.0,90.0,1802.5
20.5,85.0,26.0,328.0,302.0,492.0,113.650001693517,27.0,90.0,1797.5
19.0,85.0,27.0,325.0,298.0,492.5,119.100001774728,28.0,90.0,1799.0
19.5,85.0,27.0,321.0,294.0,493.0,107.100001595914,26.0,90.0,1799.0
21.0,85.0,26.0,328.0,302.0,493.0,111.150001656264,27.0,90.0,1800.0
18.0,85.0,24.0,323.0,299.0,492.5,110.700001649559,27.0,90.0,1804.5
21.5,85.0,22.0,343.0,321.0,490.5,121.50000181049101,28.0,90.0,1798.0
19.0,85.0,24.0,331.0,307.0,493.0,109.00000162422701,26.0,90.0,1801.0
17.0,85.0,25.0,320.0,295.0,494.0,99.7500014863908,25.0,90.0,1800.0
17.5,85.0,28.0,314.0,286.0,493.0,102.950001534075,25.0,90.0,1802.5
18.5,85.0,28.0,322.0,294.0,492.5,104.850001562387,26.0,90.0,1803.5
21.5,85.0,22.0,351.0,329.0,490.0,121.85000181570601,28.0,90.0,1802.5
27.5,84.0,23.0,348.0,325.0,487.5,135.500002019107,31.0,90.0,1798.0
18.5,85.0,23.0,361.0,338.0,490.5,119.350001778454,28.0,90.0,1800.0
19.0,85.0,28.0,335.0,307.0,491.0,112.60000167787099,27.0,90.0,1802.5
15.0,84.0,32.0,308.0,276.0,492.5,102.50000152736901,25.0,90.0,1803.5
23.0,85.0,22.0,375.0,353.0,487.5,127.55000190064301,29.0,90.0,1804.5
16.0,85.0,22.0,361.0,339.0,491.5,110.900001652539,27.0,90.0,1800.0
16.5,85.0,28.0,331.0,303.0,491.0,118.300001762807,28.0,90.0,1800.0
14.0,85.0,27.0,317.0,290.0,496.5,107.600001603365,27.0,90.0,1801.5
17.0,84.0,27.0,304.0,277.0,498.5,100.250001493841,24.0,90.0,1803.5
13.0,85.0,30.0,317.0,287.0,497.5,105.950001578778,26.0,90.0,1799.0
17.5,85.0,22.0,322.0,300.0,497.5,112.00000166893,26.0,90.0,1799.0
16.5,85.0,25.0,325.0,300.0,495.5,109.85000163689301,27.0,90.0,1801.5
14.0,85.0,29.0,321.0,292.0,495.5,112.60000167787099,27.0,90.0,1802.5
15.5,85.0,29.0,309.0,280.0,495.0,107.95000160858,26.0,90.0,1798.0
16.0,85.0,28.0,308.0,280.0,496.0,100.600001499057,25.0,90.0,1798.0
14.5,85.0,29.0,328.0,299.0,495.0,102.950001534075,26.0,90.0,1803.5
20.0,85.0,28.0,328.0,300.0,490.5,119.60000178217899,28.0,90.0,1799.0
15.0,85.0,32.0,316.0,284.0,492.5,102.70000153034901,25.0,90.0,1802.5
20.0,85.0,28.0,316.0,288.0,489.5,119.100001774728,28.0,90.0,1801.0
13.5,85.0,29.0,315.0,286.0,491.5,109.00000162422701,26.0,90.0,1801.5
27.0,86.0,25.0,395.0,370.0,487.0,146.40000218153,32.0,90.0,1801.5
20.0,85.0,22.0,353.0,331.0,488.5,120.40000179409999,28.0,90.0,1796.5
14.5,85.0,27.0,323.0,296.0,491.0,109.250001627952,27.0,90.0,1799.0
13.5,85.0,29.0,320.0,291.0,492.0,106.750001590699,26.0,90.0,1799.0
20.5,85.0,30.0,320.0,290.0,489.0,124.000001847744,28.0,90.0,1796.5
13.0,85.0,32.0,310.0,278.0,492.5,103.550001543015,26.0,90.0,1804.5
16.5,85.0,22.0,348.0,326.0,491.5,116.850001741201,28.0,90.0,1799.0
12.0,84.0,29.0,310.0,281.0,493.0,98.35000146552919,25.0,90.0,1800.0
35.0,86.0,25.0,415.0,390.0,487.0,154.150002297014,34.0,93.0,1801.0
22.0,85.0,20.0,342.0,322.0,489.5,113.90000169724199,27.0,90.0,1796.5
21.5,84.0,23.0,333.0,310.0,490.5,114.100001700222,27.0,90.0,1798.0
15.0,85.0,27.0,314.0,287.0,494.5,105.200001567602,26.0,90.0,1801.5
15.0,84.0,24.0,305.0,281.0,496.5,103.550001543015,25.0,90.0,1801.0
17.5,85.0,28.0,315.0,287.0,497.0,102.15000152215401,25.0,90.0,1801.5
16.0,85.0,26.0,334.0,308.0,494.0,113.400001689792,27.0,90.0,1803.5
15.0,85.0,26.0,314.0,288.0,495.5,108.20000161230601,26.0,90.0,1801.5
21.5,85.0,23.0,362.0,339.0,493.5,115.55000172182899,28.0,90.0,1803.5
20.0,85.0,23.0,341.0,318.0,492.0,116.850001741201,27.0,90.0,1801.0
25.0,86.0,20.0,387.0,367.0,487.0,143.550002139062,33.0,95.0,1796.5
29.0,86.0,25.0,410.0,385.0,485.5,149.150002222508,33.0,93.0,1799.0
21.5,85.0,24.0,359.0,335.0,492.0,115.300001718104,27.0,90.0,1802.5
20.5,86.0,20.0,361.0,341.0,493.0,112.60000167787099,27.0,90.0,1801.0
190.5,94.0,23.0,585.0,608.0,447.5,364.35000542923797,76.0,100.0,1799.0
201.0,93.0,20.0,584.0,604.0,446.5,368.500005491078,77.0,100.0,1799.0
197.5,93.0,24.0,576.0,600.0,447.5,369.650005508214,78.0,100.0,1795.0
205.5,94.0,24.0,578.0,602.0,451.5,359.80000536143797,75.0,100.0,1806.0
199.5,94.0,23.0,583.0,606.0,450.5,351.750005241483,74.0,100.0,1801.0
203.0,93.0,22.0,580.0,602.0,447.0,360.550005372614,75.0,100.0,1802.5
201.0,93.0,23.0,575.0,598.0,447.5,374.900005586445,78.0,100.0,1803.5
195.0,93.0,22.0,577.0,599.0,451.5,334.750004988164,71.0,100.0,1807.0
