Sample Time,Throttle Position [%],Fuel Consumption Rate [L/h],Engine Speed [RPM],Oil Filter Differential Pressure [kPa],Engine Oil Pressure [kPa],Boost Pressure [kPa],Right Exhaust Temperature [Deg. C],Left Exhaust Temperature [Deg. C],Engine Coolant Temperature [Deg. C],Engine Load Factor [%],Battery Voltage [volts],Fuel Pressure [kPa],Total Fuel [L],Fuel Filter Differential Pressure [kPa],Engine Run Hours [Hrs],Latitude [Degrees],Longitude [Degrees],Event Status Description,Altitude [ft],Run Status,Diagnostic Status Description,Ground Speed [km/h],Heading [Degrees]
8/1/2020 3:56,78.8,188.6,1796.5,71.5,461,63,512,519,82,41,25.5,394,3188343.905,4.5,,,,,,,,,
8/1/2020 4:56,79.2,209.7,1800,72,457,79.5,529,545,83,44,25.5,390.5,3188552.103,3,,,,,,,,,
8/1/2020 5:56,79.2,220.05,1805,72,456,95.5,531,549,84,46,25.5,387.5,3188775.442,3.5,,,,,,,,,
8/1/2020 6:56,80.4,200.8,1809.5,71,461.5,69,502,514,82,43,25.5,396,3188980.8,4,,,,,,,,,
8/1/2020 7:56,78.4,203.8,1797.5,70.5,459.5,73,516,523,82,44,25.5,392,3189184.739,4.5,,,,,,,,,
8/1/2020 8:56,77.2,100.6,1801.5,68,475,18,308,368,78,25,26,420.5,3189311.077,1,,,,,,,,,
8/1/2020 9:56,76.8,107.35,1796.5,67.5,476,20,286,332,77,26,26,417.5,3189410.444,2,,,,,,,,,
8/1/2020 10:56,77.6,107.35,1804.5,67.5,474.5,16,323,383,78,25,26,416,3189513.124,2,,,,,,,,,
8/1/2020 11:56,77.2,99.75,1801,67.5,475.5,14.5,308,366,77,24,26,418,3189618.169,2.5,,,,,,,,,
8/1/2020 12:56,76,98.1,1795,67.5,474,14.5,297,349,78,24,26,415,3189721.321,3,,,,,,,,,
8/1/2020 13:56,78.4,91.8,1802.5,67.5,476.5,14,296,346,77,24,26,420,3189821.161,2.5,,,,,,,,,
8/1/2020 14:56,76.4,101.9,1798,68,475,18.5,314,372,78,25,25.5,412.5,3189923.841,3.5,,,,,,,,,
8/1/2020 15:56,78.8,98.9,1807.5,67,476.5,12,281,321,77,25,26,419.5,3190025.574,2.5,,,,,,,,,
8/1/2020 16:56,78,101.65,1803.5,67.5,475.5,15.5,291,332,77,26,26,419,3190124.467,1.5,,,,,,,,,
8/1/2020 17:56,78,96.65,1804.5,67.5,476.5,16.5,288,331,77,25,26,418.5,3190222.888,3.5,,,,,,,,,
8/1/2020 18:56,80,285,1798,73.5,450,144,571,592,86,59,25.5,362,3190337.397,0,,,,,,,,,
8/1/2020 19:56,79.2,288.35,1792,72,431.5,143,567,596,87,60,25.5,364.5,3190620.356,0.5,,,,,,,,,
8/1/2020 20:56,80,240.25,1794,73.5,448.5,107,547,572,86,51,25.5,381,3190899.53,2.5,,,,,,,,,
8/1/2020 21:27,,,,,,,,,,,,,,,19888.86702,-24.48944,-43.83693,Low Engine Coolant Level,,,,,
8/1/2020 21:56,78.4,230.4,1797.5,72,455,99.5,551,576,84,47,25.5,379.5,3191142.27,2.5,,,,,,,,,
8/1/2020 22:50,,,,,,,,,,,,,,,19890.24702,-24.55879,-43.55405,Low Engine Coolant Level,,,,,
8/1/2020 22:56,77.6,226.7,1789,72.5,454.5,99.5,540,564,84,48,25.5,381.5,3191382.643,1,,,,,,,,,
8/1/2020 23:56,77.2,85.05,1806,68,476,15.5,303,348,77,23,25.5,418.5,3191537.845,3,,,,,,,,,
8/2/2020 0:56,76,95.6,1797.5,67.5,475.5,13.5,296,345,77,23,26,418,3191640.051,1,,,,,,,,,
8/2/2020 1:56,76.4,93.45,1796.5,68,475.5,14,295,343,77,24,26,417.5,3191741.784,0.5,,,,,,,,,
8/2/2020 2:28,,,,,,,,,,,,,,,19893.88258,-24.7126,-43.17012,,62.33596,,,,
8/2/2020 2:56,77.6,101.65,1800,68,472,20,311,375,78,25,26,418.5,3191852.507,1,,,,,,,,,
8/2/2020 3:56,76.8,102.7,1799,68.5,473,19.5,322,390,78,26,25.5,415.5,3191962.284,2,,,,,,,,,
8/2/2020 4:56,78,99.75,1803.5,68,474.5,17,286,331,78,25,26,421,3192074.427,2,,,,,,,,,
8/2/2020 5:56,76.8,98.55,1795.5,67.5,476.5,17.5,291,336,77,25,26,421,3192171.901,1,,,,,,,,,
8/2/2020 6:56,77.6,127.3,1797.5,68,471.5,25,356,411,78,29,26,415,3192299.185,1.5,,,,,,,,,
8/2/2020 7:56,77.2,113.9,1797.5,69,472,21,331,397,77,28,25.5,418.5,3192421.265,0.5,,,,,,,,,
8/2/2020 8:56,79.2,170.65,1806,69.5,468,45.5,436,460,80,38,25.5,406,3192538.139,2.5,,,,,,,,,
8/2/2020 9:56,78.4,172.05,1795.5,69,468,43.5,437,458,80,38,25.5,405.5,3192704.697,2.5,,,,,,,,,
8/2/2020 10:56,76.8,90.95,1798,67.5,476,10.5,277,316,77,23,26,422,3192804.065,0.5,,,,,,,,,
8/2/2020 11:57,76.8,88.85,1795.5,68,475.5,10,282,323,77,23,26,421.5,3192895.388,0,,,,,,,,,
8/2/2020 12:57,77.2,84.2,1806,67.5,475.5,14,282,317,77,22,26,422,3192984.818,0.5,,,,,,,,,
8/2/2020 13:57,78,92.85,1804.5,67.5,476,12,284,324,77,23,26,419.5,3193078.507,1,,,,,,,,,
8/2/2020 14:57,76.4,89.05,1797.5,67.5,475,15.5,286,326,77,23,26,418.5,3193171.722,2,,,,,,,,,
8/2/2020 15:57,76.8,100,1798,67.5,475.5,12,280,318,77,25,26,415,3193264.465,3,,,,,,,,,
8/2/2020 16:57,76.8,97.25,1797.5,67.5,475.5,14,280,316,77,25,26,416.5,3193357.681,2.5,,,,,,,,,
8/2/2020 17:57,76.8,91.55,1799,67.5,476,15.5,282,321,77,24,26,418,3193445.691,2.5,,,,,,,,,
8/2/2020 18:57,77.6,98.1,1803.5,67.5,475.5,13,280,317,77,24,26,417.5,3193537.961,2.5,,,,,,,,,
8/2/2020 19:57,76.4,85.25,1796.5,68,476,10.5,278,315,76,22,26,419.5,3193631.177,3,,,,,,,,,
8/2/2020 20:57,78,88.45,1805,68,475,13,286,328,77,23,26,419.5,3193724.865,4,,,,,,,,,
8/2/2020 21:57,77.6,95.1,1803.5,68,475,12.5,282,319,77,23,26,418,3193819.501,3,,,,,,,,,
8/2/2020 22:57,76.8,97,1799,67.5,474.5,17,294,340,76,24,25.5,415.5,3193912.243,4,,,,,,,,,
8/2/2020 23:57,76.8,94.75,1801,68,475,17,296,340,78,24,26,416.5,3194009.718,4,,,,,,,,,
8/3/2020 22:57,80,199.85,1805,71.5,460,70.5,519,525,83,43,25.5,394,3196750.354,4.5,,,,,,,,,
8/3/2020 23:13,,,,,,,,,,,,,,,19938.42706,-24.06828,-42.72037,Low Engine Coolant Level,,,,,
8/3/2020 23:57,77.6,205.45,1791.5,71.5,458.5,74.5,516,525,82,44,25.5,387,3196955.713,4,,,,,,,,,
8/4/2020 0:39,,,,,,,,,,,,,,,19939.85595,-23.79696,-42.8221,Low Engine Coolant Level,,,,,
8/4/2020 0:57,78.4,194.4,1797.5,71.5,460,63.5,516,526,82,42,25.5,391.5,3197161.071,3.5,,,,,,,,,
8/4/2020 1:57,80,207.45,1807,71.5,460.5,69,517,525,82,44,25.5,391,3197365.957,4.5,,,,,,,,,
8/4/2020 2:20,,,,,,,,,,,,,,,19941.53595,-23.48048,-42.95567,Low Engine Coolant Level,,,,,
8/4/2020 2:28,,,,,,,,,,,,,,,19941.67151,-23.4545,-42.96692,,82.021,,,,
8/4/2020 2:57,78.4,208.15,1791.5,71,460.5,74.5,518,527,81,45,25.5,389,3197564.691,3.5,,,,,,,,,
8/4/2020 3:44,,,,,,,,,,,,,,,19942.94484,-23.21163,-43.06737,Low Engine Coolant Level,,,,,
8/4/2020 3:57,79.6,202.85,1803.5,71.5,461.5,70.5,513,518,81,44,25.5,392,3197768.63,4.5,,,,,,,,,
8/4/2020 4:52,,,,,,,,,,,,,,,19944.08262,-22.9915,-43.13373,Low Engine Coolant Level,,,,,
8/4/2020 4:57,78.4,204.75,1801,71.5,459,76,518,525,82,44,25.5,391.5,3197971.149,4,,,,,,,,,
8/4/2020 5:57,76,86.55,1794,67.5,476,16,260,295,76,23,25.5,422,3198091.336,1,,,,,,,,,
8/4/2020 6:51,,,,,,,,,,,,,,,19946.06485,-22.83583,-43.14024,,91.86352,Stopped,,,
8/4/2020 6:57,77.2,0,0,0,0,0,192,218,78,0,26.5,29.5,3198161.839,9.5,,,,,,,,,
8/4/2020 7:57,76.8,0,0,0,0,0,112,106,72,0,26.5,22.5,3198161.839,10,,,,,,,,,
8/4/2020 8:57,77.2,0,0,0,0,0,78,72,67,0,26.5,14,3198161.839,10,,,,,,,,,
8/4/2020 9:57,76.8,0,0,0,0,0,63,59,62,0,26.5,14,3198161.839,10,,,,,,,,,
8/4/2020 10:16,,,,,,,,,,,,,,,19946.06929,-22.83583,-43.14027,,98.4252,Running,,,
8/4/2020 10:57,77.6,95.6,1805,68.5,473,15.5,298,345,78,24,26,424.5,3198224.298,1.5,,,,,,,,,
8/4/2020 11:57,77.6,90.5,1801.5,68,476,14.5,272,305,77,23,26,424,3198324.139,1.5,,,,,,,,,
8/4/2020 12:57,77.2,61.15,1805,67,478.5,9.5,246,263,76,19,26,426.5,3198411.676,0.5,,,,,,,,,
8/4/2020 13:57,,,,,,,,,,,,,,,19949.74485,-22.89454,-43.21201,,108.26772,Stopped,,,
8/4/2020 13:57,76.8,0,0,0,0,0,142,171,76,0,26.5,36.5,3198477.921,9.5,,,,,,,,,
8/4/2020 14:57,77.2,0,0,0,0,0,111,107,72,0,26.5,32.5,3198477.921,10,,,,,,,,,
8/4/2020 15:57,77.2,0,0,0,0,0,78,74,67,0,26.5,12.5,3198477.921,10,,,,,,,,,
8/4/2020 16:06,,,,,,,,,,,,,,,19949.74929,-22.89455,-43.21201,,95.14436,Running,,,
8/4/2020 16:57,78,124,1798,69,472,26,336,402,78,28,25.5,411.5,3198565.459,3.5,,,,,,,,,
8/4/2020 17:51,,,,,,,,,,,,,,,19951.49374,-22.8923,-43.21332,,104.98688,Stopped,,,
8/4/2020 17:57,77.2,0,0,0,0,0,225,242,78,0,26.5,37,3198653.942,10,,,,,,,,,
8/4/2020 18:57,77.2,0,0,0,0,0,121,112,74,0,26.5,16,3198653.942,10,,,,,,,,,
8/4/2020 19:57,76.8,0,0,0,0,0,84,77,68,0,26.5,11,3198653.942,10.5,,,,,,,,,
8/4/2020 20:57,77.2,0,0,0,0.5,0,67,61,62,0,26.5,12,3198653.942,10,,,,,,,,,
8/4/2020 21:57,77.2,0,0,0,0.5,0,57,53,58,0,26.5,12.5,3198653.942,10,,,,,,,,,
8/4/2020 22:17,,,,,,,,,,,,,,,19951.49596,-22.89224,-43.21335,,91.86352,Running,,,
8/4/2020 22:57,77.6,83.35,1802.5,68.5,474,14,277,314,78,23,26,422.5,3198707.885,3,,,,,,,,,
8/4/2020 23:57,76.8,119.6,1794,68.5,471.5,19.5,322,386,78,28,26,414.5,3198818.608,1,,,,,,,,,
8/5/2020 0:25,,,,,,,,,,,,,,,19953.6293,-22.8458,-43.14841,,91.86352,Stopped,,,
8/5/2020 0:57,76.8,0,0,0,0,0,158,154,76,0,26.5,42,3198861.667,10,,,,,,,,,
8/5/2020 1:57,76.8,0,0,0,0,0,98,90,71,0,26.5,11,3198861.667,10.5,,,,,,,,,
8/5/2020 2:28,,,,,,,,,,,,,,,19953.6293,-22.84568,-43.14867,,98.4252,,,,
8/5/2020 2:57,76.8,0,0,0,0,0,70,68,65,0,26.5,10,3198861.667,10,,,,,,,,,
8/5/2020 3:57,76.8,0,0,0,0,0,57,55,59,0,26.5,10,3198861.667,10,,,,,,,,,
8/5/2020 4:57,77.2,0,0,0,0,0,30,30,55,0,26.5,10,3198861.667,10,,,,,,,,,
8/5/2020 5:57,76.8,0,0,0,0.5,0,30,30,51,0,26.5,10.5,3198861.667,10,,,,,,,,,
8/5/2020 6:37,,,,,,,,,,,,,,,19953.63374,-22.84568,-43.14861,,88.58268,Running,,,
8/5/2020 6:39,,,,,,,,,,,,,,,19953.67374,-22.84572,-43.14865,,91.86352,Stopped,,,
8/5/2020 6:58,76.8,0,0,0.5,0,0,86,95,52,0,26.5,42,3198863.086,9.5,,,,,,,,,
8/5/2020 7:58,77.2,0,0,0,0.5,0,56,54,49,0,26.5,26,3198863.086,10,,,,,,,,,
8/5/2020 8:58,76.8,0,0,0,0.5,0,30,30,47,0,26.5,10.5,3198863.086,10,,,,,,,,,
8/5/2020 9:58,77.2,0,0,0,0.5,0,30,30,44,0,26.5,10,3198863.086,10,,,,,,,,,
8/5/2020 10:58,76.8,0,0,0,0.5,0,30,30,42,0,26.5,10,3198863.086,10,,,,,,,,,
8/5/2020 11:58,76.8,0,0,0,0.5,0,30,30,40,0,26.5,10,3198863.086,10,,,,,,,,,
8/5/2020 12:58,77.2,0,0,0,0.5,0,30,30,38,0,26.5,10,3198863.086,10,,,,,,,,,
8/5/2020 13:58,77.2,0,0,1,0.5,0,30,30,36,0,26.5,9,3198863.086,10,,,,,,,,,
8/5/2020 14:58,76.8,0,0,1,0.5,0,30,30,35,0,26.5,9,3198863.086,10,,,,,,,,,
8/5/2020 15:58,77.2,0,0,1,0.5,0,30,30,34,0,26.5,10.5,3198863.086,9.5,,,,,,,,,
8/5/2020 16:58,76.8,0,0,0.5,0.5,0,30,30,34,0,26.5,9.5,3198863.086,10,,,,,,,,,
8/5/2020 17:58,76.8,0,0,0.5,0.5,0,30,30,33,0,26.5,9,3198863.086,10,,,,,,,,,
8/5/2020 18:58,76.8,0,0,0.5,0.5,0,30,30,32,0,26.5,8.5,3198863.086,10,,,,,,,,,
8/5/2020 19:58,77.2,0,0,0.5,0.5,0,30,30,32,0,26.5,8.5,3198863.086,10,,,,,,,,,
8/5/2020 20:58,77.2,0,0,0.5,0.5,0,30,30,32,0,26.5,8.5,3198863.086,10,,,,,,,,,
8/5/2020 21:58,76.8,0,0,0.5,0.5,0,30,30,31,0,26.5,8.5,3198863.086,10,,,,,,,,,
8/5/2020 22:58,77.2,0,0,1,0.5,0,30,30,31,0,26.5,8.5,3198863.086,10,,,,,,,,,
8/5/2020 23:58,77.2,0,0,1,0.5,0,30,30,30,0,26.5,8,3198863.086,10,,,,,,,,,
8/6/2020 0:58,77.2,0,0,1,0.5,0,30,30,30,0,26.5,8,3198863.086,10,,,,,,,,,
8/6/2020 1:55,,,,,,,,,,,,,,,19953.67596,-22.84486,-43.14867,,75.45932,Running,,,
8/6/2020 1:58,76.8,71.6,1802.5,52.5,580,7.5,244,260,42,21,26,434,3198864.506,2,,,,,,,,,
8/6/2020 2:28,,,,,,,,,,,,,,,19954.22041,-22.87215,-43.15468,,91.86352,,,,
8/6/2020 2:58,77.6,103.3,1801,68,474,19.5,284,322,77,26,26,422.5,3198970.024,1.5,,,,,,,,,
8/6/2020 3:58,76.4,36.45,1801,67,477.5,10,210,250,77,15,26,430,3199059.455,3,,,,,,,,,
8/6/2020 4:00,,,,,,,,,,,,,,,19955.76485,-22.89458,-43.21222,,98.4252,Stopped,,,
8/6/2020 4:58,76.8,0,0,0,0,0,118,112,73,0,26.5,43,3199060.874,10,,,,,,,,,
8/6/2020 5:58,77.2,0,0,0,0.5,0,81,75,67,0,26.5,6,3199060.874,10,,,,,,,,,
8/6/2020 6:58,77.2,0,0,0,0.5,0,65,61,62,0,26.5,6,3199060.874,10,,,,,,,,,
8/6/2020 7:58,76.8,0,0,0,0.5,0,55,53,58,0,26.5,6,3199060.874,10,,,,,,,,,
8/6/2020 8:58,77.2,0,0,0,0.5,0,30,30,54,0,26.5,5.5,3199060.874,10,,,,,,,,,
8/6/2020 9:58,77.2,0,0,0,0.5,0,30,30,50,0,26.5,5.5,3199060.874,10,,,,,,,,,
8/6/2020 10:04,,,,,,,,,,,,,,,19955.76708,-22.89459,-43.21219,,78.74016,Running,,,
8/6/2020 10:58,76.8,74.6,1799,67.5,476,11.5,244,266,77,21,26,423.5,3199120.021,3,,,,,,,,,
8/6/2020 11:58,76.4,100.25,1796.5,68,473,12,281,323,77,23,26,419,3199204.72,0.5,,,,,,,,,
8/6/2020 12:58,76.4,68.9,1798,67,477,11,241,258,77,20,26,422.5,3199284.686,3.5,,,,,,,,,
8/6/2020 13:04,,,,,,,,,,,,,,,19958.76486,-22.89519,-43.20395,,98.4252,Stopped,,,
8/6/2020 13:58,77.2,0,0,0,0,0,117,112,74,0,26.5,41.5,3199290.365,10.5,,,,,,,,,
8/6/2020 14:58,77.2,0,0,0,0.5,0,80,76,68,0,26.5,3.5,3199290.365,10,,,,,,,,,
8/6/2020 15:58,76.8,0,0,0,0.5,0,65,61,63,0,26.5,3.5,3199290.365,10.5,,,,,,,,,
8/6/2020 16:58,76.8,0,0,0,0.5,0,56,54,58,0,26.5,3.5,3199290.365,10.5,,,,,,,,,
8/6/2020 17:58,76.8,0,0,0,0.5,0,30,50,55,0,26.5,3.5,3199290.365,10.5,,,,,,,,,
8/6/2020 18:58,76.8,0,0,0,0.5,0,30,30,52,0,26.5,5,3199290.365,10,,,,,,,,,
8/6/2020 19:05,,,,,,,,,,,,,,,19958.76708,-22.89521,-43.20387,,82.021,Running,,,
8/6/2020 19:58,76.8,118.75,1796.5,68.5,470,26,335,397,79,29,25.5,414,3199360.868,3.5,,,,,,,,,
8/6/2020 20:58,79.6,247.35,1803.5,72.5,451.5,108,545,566,84,50,25.5,384.5,3199530.738,2,,,,,,,,,
8/6/2020 21:58,79.6,226.95,1800,72,456.5,84.5,527,545,83,47,25.5,389.5,3199757.389,2,,,,,,,,,
8/6/2020 22:04,,,,,,,,,,,,,,,19961.74264,-23.22715,-43.0887,Low Engine Coolant Level,,,,,
8/6/2020 22:58,78.8,230.85,1784.5,73,454,96.5,537,553,84,50,25.5,388,3199981.675,2,,,,,,,,,
8/6/2020 23:58,78.4,223.25,1790.5,72,453.5,92,543,563,84,47,25.5,388,3200205.961,2,,,,,,,,,
8/7/2020 0:40,,,,,,,,,,,,,,,19964.3493,-23.76589,-43.08458,Low Engine Coolant Level,,,,,
8/7/2020 0:58,79.2,216.6,1801.5,72.5,453.5,91,543,558,84,47,25.5,386.5,3200423.622,2.5,,,,,,,,,
8/7/2020 1:58,80,235.7,1806,72.5,453,98,536,550,85,49,25.5,384.5,3200647.907,1.5,,,,,,,,,
8/7/2020 2:28,,,,,,,,,,,,,,,19966.13597,-24.13385,-43.05333,,75.45932,,,,
8/7/2020 2:56,,,,,,,,,,,,,,,19966.60931,-24.23003,-43.03906,Low Engine Coolant Level,,,,,
8/7/2020 3:23,,,,,,,,,,,,,,,19967.06486,-24.32053,-43.02466,,59.05512,Stopped,,,
8/7/2020 3:26,,,,,,,,,,,,,,,19967.06931,-24.32447,-43.02264,,68.89764,Running,,,
8/7/2020 3:58,79.6,238,1790.5,73,453.5,103.5,541,559,84,51,25.5,384,3201063.829,2,,,,,,,,,
8/7/2020 4:03,,,,,,,,,,,,,,,19967.68931,-24.42583,-43.00623,Low Engine Coolant Level,,,,,
8/7/2020 4:58,79.6,229.45,1806,73.5,451,95.5,541,563,84,48,25.5,385,3201297.105,4,,,,,,,,,
8/7/2020 5:05,,,,,,,,,,,,,,,19968.72042,-24.6321,-42.97876,Low Engine Coolant Level,,,,,
8/7/2020 5:58,79.2,232.3,1796.5,74,449.5,98.5,547,571,86,49,25.5,387.5,3201522.81,2,,,,,,,,,
8/7/2020 6:11,,,,,,,,,,,,,,,19969.81153,-24.84676,-42.94902,Low Engine Coolant Level,,,,,
8/7/2020 6:58,80,241.2,1801,74,451,107,539,567,85,51,25.5,386,3201757.506,2,,,,,,,,,
8/7/2020 7:10,,,,,,,,,,,,,,,19970.80709,-25.03937,-42.90656,Low Engine Coolant Level,,,,,
8/7/2020 7:58,80.4,276.35,1801.5,75,442,130,564,591,87,58,25.5,372,3202019.172,1,,,,,,,,,
8/7/2020 8:34,,,,,,,,,,,,,,,19972.20709,-25.31427,-42.85107,Low Engine Coolant Level,,,,,
8/7/2020 8:58,79.2,221.7,1800,73,454,90.5,539,548,84,47,25.5,386.5,3202242.511,3.5,,,,,,,,,
8/7/2020 9:47,,,,,,,,,,,,,,,19973.41376,-25.5389,-42.83946,Low Engine Coolant Level,,,,,
8/7/2020 9:58,77.2,98.9,1799,68.5,474,18,308,363,77,25,25.5,419.5,3202421.372,0,,,,,,,,,
8/7/2020 10:58,78,102.5,1801.5,67.5,476.5,14.5,280,320,76,25,25.5,418.5,3202520.739,2.5,,,,,,,,,
8/7/2020 11:58,77.2,91.8,1801,67.5,476.5,14.5,275,311,77,24,25.5,419,3202613.008,3,,,,,,,,,
8/7/2020 12:32,,,,,,,,,,,,,,,19976.17154,-25.54512,-42.84109,Low Engine Coolant Level,,,,,
8/7/2020 12:58,76.8,86.55,1799,68,475.5,14.5,276,313,77,24,25.5,420,3202703.385,1.5,,,,,,,,,
8/7/2020 13:43,,,,,,,,,,,,,,,19977.35598,-25.54508,-42.84108,Low Engine Coolant Level,,,,,
8/7/2020 13:58,77.6,86.95,1805,67.5,476,11.5,274,309,76,23,25.5,420,3202794.708,2.5,,,,,,,,,
8/7/2020 14:44,,,,,,,,,,,,,,,19978.3782,-25.54511,-42.84109,Low Engine Coolant Level,,,,,
8/7/2020 14:58,77.2,97.5,1799,68,475,13.5,282,321,77,25,25.5,418.5,3202883.192,1.5,,,,,,,,,
8/7/2020 15:58,76.4,86.95,1797.5,67.5,476.5,12.5,282,321,77,23,25.5,418.5,3202976.881,2.5,,,,,,,,,
8/7/2020 16:00,,,,,,,,,,,,,,,19979.63154,-25.54501,-42.84108,Low Engine Coolant Level,,,,,
8/7/2020 16:58,77.2,101.05,1802.5,67.5,475.5,14,285,321,77,25,25.5,417,3203070.096,2,,,,,,,,,
8/7/2020 17:06,,,,,,,,,,,,,,,19980.73154,-25.54401,-42.84062,Low Engine Coolant Level,,,,,
8/7/2020 17:58,76.4,89.3,1798,67.5,476,14,283,319,77,24,26,418,3203163.785,2.5,,,,,,,,,
8/7/2020 18:22,,,,,,,,,,,,,,,19982.01154,-25.54221,-42.81166,Low Engine Coolant Level,,,,,
8/7/2020 18:58,78,166.75,1800,70,465,42,441,465,80,36,25.5,400,3203321.826,3.5,,,,,,,,,
8/7/2020 19:23,,,,,,,,,,,,,,,19983.01599,-25.39879,-42.77176,Low Engine Coolant Level,,,,,
8/7/2020 19:58,78.8,93.7,1807,68,475,14,285,326,77,24,25.5,419,3203431.603,6,,,,,,,,,
8/7/2020 20:58,77.2,95.1,1800,67.5,475,15.5,285,322,77,24,25.5,417.5,3203523.872,4.5,,,,,,,,,
8/7/2020 21:58,76.8,90.5,1802.5,68,475.5,14.5,284,322,76,23,26,417.5,3203615.669,4,,,,,,,,,
8/7/2020 22:41,,,,,,,,,,,,,,,19986.32266,-25.39366,-42.76204,Low Engine Coolant Level,,,,,
8/7/2020 22:58,76.4,98.1,1797.5,67,475.5,14,280,318,76,24,25.5,417,3203707.465,2.5,,,,,,,,,
8/7/2020 23:58,77.6,89.9,1801.5,67.5,475.5,14,274,312,77,24,26,416.5,3203799.734,4.5,,,,,,,,,
8/8/2020 0:36,,,,,,,,,,,,,,,19988.23599,-25.39463,-42.76228,Low Engine Coolant Level,,,,,
8/8/2020 0:58,76,90.15,1795,68,475.5,12.5,292,336,77,23,26,416.5,3203891.057,3.5,,,,,,,,,
8/8/2020 1:41,,,,,,,,,,,,,,,19989.31377,-25.40327,-42.77101,Low Engine Coolant Level,,,,,
8/8/2020 1:58,78,120.4,1805,70.5,463.5,29,362,419,81,28,26,411.5,3204015.029,2,,,,,,,,,
8/8/2020 2:28,,,,,,,,,,,,,,,19990.09821,-25.44875,-42.76082,,68.89764,,,,
8/8/2020 2:57,,,,,,,,,,,,,,,19990.59155,-25.44913,-42.75481,Low Engine Coolant Level,,,,,
8/8/2020 2:58,77.2,94.75,1806,67.5,476,18,283,318,77,24,25.5,416,3204117.235,5.5,,,,,,,,,
8/8/2020 3:59,78,95.1,1801.5,67.5,476,10,277,315,76,24,26,417,3204208.558,5,,,,,,,,,
8/8/2020 4:38,,,,,,,,,,,,,,,19992.27155,-25.44891,-42.75374,Low Engine Coolant Level,,,,,
8/8/2020 4:59,76.4,89.3,1799,68,475.5,15.5,285,322,77,23,25.5,419.5,3204298.462,1.5,,,,,,,,,
8/8/2020 5:59,76.4,87.15,1800,67.5,475.5,13,278,315,76,23,26,420,3204390.258,1.5,,,,,,,,,
8/8/2020 6:02,,,,,,,,,,,,,,,19993.66044,-25.44891,-42.75378,Low Engine Coolant Level,,,,,
8/8/2020 6:59,76.8,94.75,1796.5,67.5,475,11.5,276,314,76,24,26,420.5,3204480.635,1,,,,,,,,,
8/8/2020 7:14,,,,,,,,,,,,,,,19994.87377,-25.44891,-42.75377,Low Engine Coolant Level,,,,,
8/8/2020 7:59,76.8,130.25,1798,69,470.5,24,328,388,79,30,26,410,3204578.109,1,,,,,,,,,
8/8/2020 8:21,,,,,,,,,,,,,,,19995.98266,-25.48332,-42.78011,Low Engine Coolant Level,,,,,
8/8/2020 8:59,76.4,88.25,1795.5,68,475,12,283,320,77,24,25.5,416.5,3204677.476,2,,,,,,,,,
8/8/2020 9:23,,,,,,,,,,,,,,,19997.01822,-25.49132,-42.78206,Low Engine Coolant Level,,,,,
8/8/2020 9:59,76.8,99.4,1802.5,67.5,476.5,14.5,280,315,76,24,26,416.5,3204766.906,1,,,,,,,,,
8/8/2020 10:37,,,,,,,,,,,,,,,19998.256,-25.49164,-42.78214,Low Engine Coolant Level,,,,,
8/8/2020 10:59,77.2,93.45,1800,68,475.5,17.5,283,316,77,24,26,418.5,3204858.229,1,,,,,,,,,
8/8/2020 11:43,,,,,,,,,,,,,,,19999.34933,-25.49158,-42.78209,Low Engine Coolant Level,,,,,
8/8/2020 11:59,76.4,104.6,1795.5,67.5,474.5,15,291,330,77,26,26,412.5,3204949.552,2.5,,,,,,,,,
8/8/2020 12:59,76.4,83.35,1796.5,67.5,477,13.5,261,291,76,22,25.5,419.5,3205046.08,1.5,,,,,,,,,
8/8/2020 13:33,,,,,,,,,,,,,,,20001.18267,-25.48553,-42.78969,Low Engine Coolant Level,,,,,
8/8/2020 13:59,76.8,79.2,1799,67.5,477,13,263,293,76,22,25.5,420,3205124.155,2.5,,,,,,,,,
8/8/2020 14:37,,,,,,,,,,,,,,,20002.24711,-25.48749,-42.78949,Low Engine Coolant Level,,,,,
8/8/2020 14:59,76.4,97.25,1798,68,472.5,13,298,346,77,24,26,415,3205219.736,1.5,,,,,,,,,
8/8/2020 15:57,,,,,,,,,,,,,,,20003.58267,-25.49152,-42.7821,Low Engine Coolant Level,,,,,
8/8/2020 15:59,77.2,93.2,1801,68,476,15,275,311,76,24,25.5,417.5,3205313.425,3,,,,,,,,,
8/8/2020 16:59,76.8,88.25,1800,68,476,15.5,296,342,77,23,25.5,418,3205404.748,3.5,,,,,,,,,
8/8/2020 17:42,,,,,,,,,,,,,,,20005.336,-25.39986,-42.79688,,78.74016,Stopped,,,
8/8/2020 17:59,76.8,0,0,0,0,0,268,267,88,0,26.5,39,3205540.076,9.5,,,,,,,,,
8/8/2020 18:48,,,,,,,,,,,,,,,20005.38267,-25.19183,-42.82484,,85.30184,Running,,,
8/8/2020 18:59,78.8,226.45,1799,73.5,457.5,100.5,546,574,84,47,25.5,393,3205576.038,2,,,,,,,,,
8/8/2020 19:23,,,,,,,,,,,,,,,20005.97156,-25.07668,-42.84665,Low Engine Coolant Level,,,,,
8/8/2020 19:59,79.2,231.35,1796.5,74.5,449,97,553,579,86,48,25.5,391,3205816.885,4,,,,,,,,,
