"Severity","Type","Code","Source","Description","Sample Time","Run Hours"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 5:57:12 PM","20436.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 4:26:00 PM","20434.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 3:23:55 PM","20433.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 1:32:06 PM","20431.0"
"Low","Events","272:1","Engine","Inlet Air Restriction Warning","9/8/2020 11:21:44 AM","20429.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 11:07:09 AM","20429.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 10:07:08 AM","20428.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 8:46:35 AM","20427.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 7:39:49 AM","20426.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/8/2020 6:17:30 AM","20424.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/7/2020 9:25:43 AM","20403.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/7/2020 8:05:52 AM","20402.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/7/2020 6:20:05 AM","20400.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/7/2020 5:08:52 AM","20399.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/7/2020 1:50:33 AM","20396.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/7/2020 12:46:06 AM","20395.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 11:34:40 PM","20393.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 8:43:13 PM","20391.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 6:19:58 PM","20388.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 4:29:21 PM","20386.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 3:05:45 PM","20385.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 1:05:40 PM","20383.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 11:21:10 AM","20381.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 10:18:44 AM","20380.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 8:58:23 AM","20379.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 7:49:49 AM","20378.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 6:27:57 AM","20376.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 3:56:30 AM","20374.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 2:36:26 AM","20372.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/6/2020 1:12:10 AM","20371.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/5/2020 11:44:32 PM","20370.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/5/2020 10:29:22 PM","20368.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/5/2020 8:58:36 PM","20367.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/5/2020 6:44:04 PM","20365.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/5/2020 5:36:45 PM","20364.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/5/2020 4:13:44 PM","20362.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/5/2020 2:10:59 PM","20360.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/4/2020 7:55:42 PM","20342.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/4/2020 5:59:48 PM","20340.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/4/2020 5:40:14 AM","20328.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/4/2020 4:01:07 AM","20326.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/4/2020 2:10:37 AM","20324.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/4/2020 12:38:56 AM","20323.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/3/2020 11:33:12 PM","20321.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/3/2020 7:23:02 PM","20317.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/1/2020 5:20:24 PM","20267.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/1/2020 3:42:03 PM","20266.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/1/2020 1:37:47 PM","20264.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/1/2020 12:29:41 PM","20262.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","9/1/2020 11:25:59 AM","20261.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 10:22:06 PM","20252.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 9:00:55 PM","20251.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 6:56:53 PM","20249.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 5:47:55 PM","20248.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 4:42:07 PM","20247.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 3:40:31 PM","20246.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 2:37:14 PM","20245.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 1:24:13 PM","20244.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 12:24:27 PM","20243.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/26/2020 6:17:44 AM","20239.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/25/2020 7:26:26 PM","20236.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/25/2020 6:15:20 PM","20235.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/25/2020 4:46:43 PM","20233.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/25/2020 3:29:31 PM","20232.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/25/2020 6:03:41 AM","20227.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/25/2020 4:59:25 AM","20226.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/25/2020 3:44:09 AM","20225.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/25/2020 2:08:10 AM","20223.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/24/2020 5:51:46 PM","20215.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/24/2020 4:42:50 PM","20214.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/24/2020 1:26:03 AM","20204.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/23/2020 10:25:00 PM","20203.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/23/2020 9:13:28 PM","20202.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/23/2020 8:12:17 PM","20201.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/23/2020 7:00:00 PM","20200.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/23/2020 5:47:28 PM","20198.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/23/2020 2:08:47 AM","20197.0"
"Low","Diagnostics","827:8","Engine","Left Exhaust Temperature Sensor:Abnormal Frequency, Pulse Width, or Period","8/23/2020 2:07:58 AM","20197.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/23/2020 12:48:58 AM","20196.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/22/2020 11:37:50 PM","20195.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/22/2020 10:36:13 PM","20194.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/22/2020 8:56:15 PM","20192.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/22/2020 7:47:38 PM","20191.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/22/2020 4:35:22 PM","20188.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/22/2020 3:33:02 PM","20187.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/22/2020 8:45:57 AM","20186.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/21/2020 5:42:16 AM","20184.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/20/2020 12:12:58 AM","20174.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 11:06:00 PM","20173.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 9:59:22 PM","20172.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 8:49:42 PM","20171.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 7:48:13 PM","20169.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 6:02:31 PM","20168.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 5:00:48 PM","20167.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 3:59:23 PM","20166.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 2:06:07 AM","20158.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/19/2020 12:41:51 AM","20157.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 11:34:52 PM","20155.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 8:48:12 PM","20153.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 7:44:15 PM","20152.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 6:21:09 PM","20150.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 4:34:22 PM","20148.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 1:52:07 PM","20146.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 12:13:21 PM","20144.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 11:01:44 AM","20143.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 9:10:03 AM","20141.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 7:02:40 AM","20139.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 5:43:34 AM","20138.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 4:10:07 AM","20136.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 3:06:01 AM","20135.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/18/2020 1:34:34 AM","20134.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/16/2020 7:22:37 AM","20092.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/16/2020 5:48:51 AM","20090.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/16/2020 3:07:07 AM","20087.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/13/2020 6:27:02 AM","20082.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/13/2020 4:13:01 AM","20080.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/13/2020 1:31:47 AM","20077.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/12/2020 11:48:53 PM","20075.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/12/2020 4:01:17 PM","20068.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/11/2020 6:27:13 PM","20064.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/11/2020 10:10:12 AM","20062.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/11/2020 1:33:42 AM","20053.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/11/2020 12:29:57 AM","20052.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/10/2020 10:06:06 PM","20050.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/10/2020 7:59:45 PM","20047.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/10/2020 6:29:31 PM","20046.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/10/2020 4:50:17 PM","20044.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/10/2020 8:02:22 AM","20035.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/10/2020 6:34:14 AM","20034.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/10/2020 4:30:59 AM","20032.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/10/2020 1:35:03 AM","20029.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/9/2020 5:00:49 PM","20020.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/9/2020 3:46:27 PM","20019.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/9/2020 2:32:26 PM","20018.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/9/2020 1:09:32 PM","20017.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/9/2020 11:59:56 AM","20015.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/9/2020 10:52:30 AM","20014.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/9/2020 6:37:49 AM","20013.0"
"Low","Diagnostics","827:8","Engine","Left Exhaust Temperature Sensor:Abnormal Frequency, Pulse Width, or Period","8/9/2020 6:36:48 AM","20013.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/9/2020 12:34:49 AM","20011.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 9:07:38 PM","20007.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 7:23:23 PM","20005.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 3:57:14 PM","20003.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 2:37:10 PM","20002.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 1:33:17 PM","20001.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 11:43:14 AM","19999.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 10:37:42 AM","19998.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 9:23:21 AM","19997.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 8:21:19 AM","19995.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 7:14:47 AM","19994.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 6:02:00 AM","19993.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 4:38:42 AM","19992.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 2:57:49 AM","19990.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 1:41:09 AM","19989.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/8/2020 12:36:34 AM","19988.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 10:41:44 PM","19986.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 7:23:22 PM","19983.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 6:22:58 PM","19981.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 5:06:14 PM","19980.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 4:00:16 PM","19979.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 2:44:59 PM","19978.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 1:43:40 PM","19977.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 12:32:36 PM","19976.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 9:47:08 AM","19973.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 8:34:48 AM","19972.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 7:10:50 AM","19970.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 6:11:01 AM","19969.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 5:05:35 AM","19968.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 4:03:44 AM","19967.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 2:56:28 AM","19966.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/7/2020 12:40:56 AM","19964.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/6/2020 10:04:25 PM","19961.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/4/2020 4:52:57 AM","19944.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/4/2020 3:44:49 AM","19942.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/4/2020 2:20:08 AM","19941.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/4/2020 12:39:21 AM","19939.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/3/2020 11:13:44 PM","19938.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/3/2020 9:48:21 PM","19936.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/3/2020 8:03:03 PM","19935.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/1/2020 10:50:02 PM","19890.0"
"Low","Events","2143:1","Engine","Low Engine Coolant Level","8/1/2020 9:27:10 PM","19888.0"
