Sample Time,Battery Voltage (Volts),Boost Pressure (kPa),CID,Coolant Level,Diagnostic Status,Diagnostic SubCode - FMI,Diangostic WCI,Engine Acceleration Rate (RPM/s),Engine Coolant Temperature (Deg C),Engine Load Factor (%),Engine Oil Pressure (kPa),Engine Oil Temperature (Deg C),Engine Run Hours (Hours),Engine Speed (RPM),Event Code,Event Status,Fuel Consumption Rate (L/h),Fuel Filter Differential Pressure (kPa),Fuel Position,Fuel Pressure (kPa),Inlet Air Temperature (Deg C),Oil Filter Differential Pressure (kPa),Run Status (On/Off),Throttle Position (%),Total Fuel (L),,,,,,,,,,,,,,,,,,,,,,,,,,,Consumed,Ran,FFM Cons,FFM SFC,FFM Idle Cons
9/4/2020,,,,,,,,,72,0.14,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,314843.9168,0.003483796
9/4/2020,,,,,,,,,72,0.14,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,314843.9416,0.003472222
9/4/2020,26.50,34.50,,OK,,,,500.00,72,0.14,435.5,79,,1793.25,,,31.7,293.5,2.95,581,35.5,83,,0,51544.508,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002453704,314843.9592,0.002453704
9/4/2020,,,,,,,,,72,0.14,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001018519,314843.9664,0.001018519
9/4/2020,,,,,,,,,72,0.14,,,,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003460648,314843.9912,0.003460648
9/4/2020,,,,,,,,,72,0.14,,,,1794.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,314844.016,0.003472222
9/4/2020,,,,,,,,,72,0.14,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,314844.0408,0.003472222
9/4/2020,,,,,,,,,70,0,,,,1799.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,314844.0656,0.003472222
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Stopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000625,,0.000625
9/4/2020,,,,,,,,,71,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002858796,,0.002858796
9/4/2020,,,,,,,,,71,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,71,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,71,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,70,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,70,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,69,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,25.50,0.00,,OK,,,,500.00,69,0,1,60,,0,,,0,0,0,8,47.5,1,,0,51554.918,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002476852,,0.002476852
9/4/2020,,,,,,,,,69,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00099537,,0.00099537
9/4/2020,,,,,,,,,68,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,,0.003483796
9/4/2020,,,,,,,,,67,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,67,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,66,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,66,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,65,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,64,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,64,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,63,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,,0.003483796
9/4/2020,,,,,,,,,63,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,62,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,25.50,0.00,,OK,,,,500.00,61.5,0,1,51,,0,,,0,0,0,8.5,47.1,1.5,,0,51554.918,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002453704,,0.002453704
9/4/2020,,,,,,,,,61,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001006944,,0.001006944
9/4/2020,,,,,,,,,61,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,60,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,60,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,59,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,,0.003483796
9/4/2020,,,,,,,,,59,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,58,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,58,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,57,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,57,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,56,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,56,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,,0.003483796
9/4/2020,25.50,0.00,,OK,,,,500.00,55.5,0,2,46,,0,,,0,0.5,0,6,45,1,,0,51554.918,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002453704,,0.002453704
9/4/2020,,,,,,,,,55,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001018519,,0.001018519
9/4/2020,,,,,,,,,55,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003460648,,0.003460648
9/4/2020,,,,,,,,,54,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,54,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,54,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,53,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,,0.003483796
9/4/2020,,,,,,,,,53,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,52,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,52,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,52,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,51,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000543981,,0.000543981
9/4/2020,,,,,,,,,0,0,,,1338,0,390,Fuel Filter Restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001724537,,0.001724537
9/4/2020,,,,,,,,,69,0,,,,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001203704,,0.001203704
9/4/2020,26.50,15.00,,OK,,,,500.00,69.5,0,455,69,,1800.25,,,13.05,277,1.5,605,33.5,78,,0,51556.811,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002465278,,0.002465278
9/4/2020,,,,,,,,,70,0,,,,1797.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001018519,,0.001018519
9/4/2020,,,,,,,,,70,0,,,,1800.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Stopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000856481,,0.000856481
9/4/2020,,,,,,,,,71,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002615741,,0.002615741
9/4/2020,,,,,,,,,70,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,70,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,70,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,69,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003460648,,0.003460648
9/4/2020,,,,,,,,,69,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,68,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,,0.003483796
9/4/2020,,,,,,,,,68,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,67,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,66,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,25.50,1.00,,OK,,,,500.00,65.5,0,2.5,55,,0,,,0,0,0,7.5,47,0,,0,51558.231,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002476852,,0.002476852
9/4/2020,,,,,,,,,65,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00099537,,0.00099537
9/4/2020,,,,,,,,,65,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,64,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,64,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,,0.003483796
9/4/2020,,,,,,,,,63,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,62,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,62,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,61,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,61,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,60,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,60,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,,0.003472222
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00244213,,0.00244213
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Stopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000590278,,0.000590278
9/4/2020,,,,,,,,,63,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000451389,,0.000451389
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001111111,,0.001111111
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Stopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000381944,,0.000381944
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00025463,,0.00025463
9/4/2020,26.50,0.00,,OK,,,,500.00,0,0,303.5,62,,0,,,0,219.5,0,537,37.9,96.5,,0,51558.704,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000706019,,0.000706019
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Stopped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.25926E-05,,9.25926E-05
9/4/2020,,,,,,,,,69,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.000925926,,0.000925926
9/4/2020,,,,,,,,,0,0,,,1338,0,,,,,,,,,Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002789352,,0.002789352
9/4/2020,,,,,,,,,70,0,,,,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00068287,,0.00068287
9/4/2020,,,,,,,,,73,0.17,,,,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003460648,,0.003460648
9/4/2020,,,,,,,,,73,0.16,,,,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259284.7987,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1794.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.1203,0.003472222
9/4/2020,,,,,,,,,73,0.17,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.142,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1794.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259284.86,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,275490.1855,0.003483796
9/4/2020,,,,,,,,,73,0.17,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.2072,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259284.9213,0.003472222
9/4/2020,,,,,,,,,73,0.17,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.2506,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259284.9621,0.003472222
9/4/2020,26.50,44.50,,OK,,,,500.00,73,0.16,435,80,,1792.75,,,39.05,302,3.15,575.5,36.9,82.5,,0,51592.772,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002465278,275490.2877,0.002465278
9/4/2020,,,,,,,,,73,0.16,,,,1792.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001006944,275490.294,0.001006944
9/4/2020,,,,,,,,,73,0.16,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.3157,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,275490.3375,0.003483796
9/4/2020,,,,,,,,,73,0.17,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.3592,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259285.0643,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1794.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.4026,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1794.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.4243,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.446,0.003472222
9/4/2020,,,,,,,,,73,0.17,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.4677,0.003472222
9/4/2020,,,,,,,,,73,0.16,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259285.1665,0.003472222
9/4/2020,,,,,,,,,74,0.18,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,275490.5111,0.003472222
9/4/2020,,,,,,,,,74,0.18,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,244880.4736,0.003472222
9/4/2020,26.50,52.00,,OK,,,,500.00,74,0.18,431.5,81,,1793.5,,,41.55,315,3.3,561.5,37.7,83,,0,51631.573,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00244213,244880.4871,0.00244213
9/4/2020,,,,,,,,,74,0.18,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001030093,244880.4929,0.001030093
9/4/2020,,,,,,,,,74,0.18,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,244880.5122,0.003472222
9/4/2020,,,,,,,,,73,0.17,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,244880.5314,0.003472222
9/4/2020,,,,,,,,,74,0.18,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259285.289,0.003472222
9/4/2020,,,,,,,,,74,0.18,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,244880.57,0.003472222
9/4/2020,,,,,,,,,73,0.17,,,,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,244880.5894,0.003483796
9/4/2020,,,,,,,,,73,0.17,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259285.3504,0.003472222
9/4/2020,,,,,,,,,75,0.29,,,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,259285.3708,0.003472222
9/4/2020,,,,,,,,,75,0.29,,,,1791.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,151994.8845,0.003472222
9/4/2020,,,,,,,,,75,0.3,,,,1789.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,151994.8965,0.003472222
9/4/2020,,,,,,,,,76,0.33,,,,1789.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,146928.4115,0.003472222
9/4/2020,,,,,,,,,76,0.32,,,,1788.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,133571.2937,0.003472222
9/4/2020,26.50,75.50,,OK,,,,500.00,76,0.32,424.5,83,,1789.75,,,,306.5,4.2,566.5,40.4,84.5,,0,51677.944,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.00244213,137745.4043,0.00244213
9/4/2020,,,,,,,,,76,0.32,,,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001041667,137745.4075,0.001041667
9/4/2020,,,,,,,,,76,0.33,,,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,137745.4184,0.003472222
9/4/2020,,,,,,,,,77,0.36,,,,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003460648,133571.3253,0.003460648
9/4/2020,,,,,,,,,76,0.32,,,,1791.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,122440.3911,0.003472222
9/4/2020,,,,,,,,,76,0.35,,,,1791.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,137745.4509,0.003472222
9/4/2020,,,,,,,,,76,0.32,,,,1791.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,125938.7079,0.003472222
9/4/2020,,,,,,,,,76,0.34,,,,1790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,137745.4726,0.003472222
9/4/2020,,,,,,,,,75,0.3,,,,1792.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,129642.808,0.003483796
9/4/2020,,,,,,,,,75,0.31,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,146928.5273,0.003472222
9/4/2020,,,,,,,,,75,0.33,,,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,142188.9086,0.003472222
9/4/2020,,,,,,,,,75,0.3,,,,1792.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,133571.4095,0.003472222
9/4/2020,,,,,,,,,76,0.32,,,,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,146928.562,0.003472222
9/4/2020,26.50,74.50,,OK,,,,500.00,76,0.325,424.5,83,,1791.75,,,,308.5,4.2,565.5,40.2,84.5,,0,51733.779,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002430556,137745.5345,0.002430556
9/4/2020,,,,,,,,,76,0.33,,,,1791.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001041667,135626.3756,0.001041667
9/4/2020,,,,,,,,,76,0.34,,,,1790.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,133571.441,0.003472222
9/4/2020,,,,,,,,,75,0.31,,,,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,129642.8795,0.003472222
9/4/2020,,,,,,,,,75,0.3,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,142188.9758,0.003483796
9/4/2020,,,,,,,,,76,0.31,,,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,146928.6199,0.003472222
9/4/2020,,,,,,,,,75,0.3,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,142188.9982,0.003472222
9/4/2020,,,,,,,,,75,0.3,,,,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,146928.6431,0.003472222
9/4/2020,,,,,,,,,75,0.3,,,,1792.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,146928.6546,0.003472222
9/4/2020,,,,,,,,,75,0.29,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,146928.6662,0.003472222
9/4/2020,,,,,,,,,75,0.29,,,,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,151995.1839,0.003472222
9/4/2020,,,,,,,,,75,0.3,,,,1793.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003472222,151995.1959,0.003472222
9/4/2020,,,,,,,,,75,0.32,,,,1791.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,146928.701,0.003483796
9/4/2020,26.50,72.00,,OK,,,,500.00,75,0.31,425,82,,1791.75,,,,306.5,4.1,567.5,40.3,84,,0,51787.248,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002418981,137745.6647,0.002418981
9/4/2020,,,,,,,,,75,0.3,,,,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.001053241,142189.0767,0.001053241
9/4/2020,,,,,,,,,75,0.29,,,,1794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003460648,146928.7241,0.003460648
9/4/2020,,,,,,,,,75,0.3,,,,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.003483796,151995.2438,0.003483796
